Rank,Rider,Rider No.,Team,Times,Gap,B,P,Stages,Year
14,MIKEL LANDA MEANA,62,BAHRAIN VICTORIOUS,34h 16' 14'',+ 00h 06' 36'',,,8,2023
15,LOUIS MEINTJES,114,INTERMARCHÉ - CIRCUS - WANTY,34h 16' 30'',+ 00h 06' 52'',,,8,2023
16,GUILLAUME MARTIN GUYONNET,121,COFIDIS,34h 16' 46'',+ 00h 07' 08'',,,8,2023
17,THIBAUT PINOT,37,GROUPAMA - FDJ,34h 17' 16'',+ 00h 07' 38'',,,8,2023
18,FELIX GALL,95,AG2R CITROEN TEAM,34h 17' 57'',+ 00h 08' 19'',09',,8,2023
19,SKJELMOSE MATTIAS JENSEN,83,LIDL - TREK,34h 18' 25'',+ 00h 08' 47'',,,8,2023
20,JONATHAN CASTROVIEJO NICOLAS,22,INEOS GRENADIERS,34h 22' 31'',+ 00h 12' 53'',,,8,2023
21,WILCO KELDERMAN,3,JUMBO-VISMA,34h 22' 40'',+ 00h 13' 02'',,,8,2023
22,VALENTIN MADOUAS,35,GROUPAMA - FDJ,34h 24' 54'',+ 00h 15' 16'',,,8,2023
23,WOUT VAN AERT,6,JUMBO-VISMA,34h 25' 39'',+ 00h 16' 01'',10',,8,2023
24,JULIAN ALAPHILIPPE,51,SOUDAL QUICK-STEP,34h 26' 38'',+ 00h 17' 00'',,,8,2023
25,CHRIS HARPER,165,TEAM JAYCO ALULA,34h 29' 36'',+ 00h 19' 58'',,,8,2023
26,GIULIO CICCONE,81,LIDL - TREK,34h 31' 43'',+ 00h 22' 05'',08',,8,2023
27,RAFAL MAJKA,16,UAE TEAM EMIRATES,34h 33' 25'',+ 00h 23' 47'',,,8,2023
28,EGAN BERNAL GOMEZ,21,INEOS GRENADIERS,34h 34' 03'',+ 00h 24' 25'',,,8,2023
29,HAROLD ALFONSO TEJADA CANACUE,198,ASTANA QAZAQSTAN TEAM,34h 34' 41'',+ 00h 25' 03'',,,8,2023
30,RUBEN ALMEIDA GUERREIRO,132,MOVISTAR TEAM,34h 36' 17'',+ 00h 26' 39'',,,8,2023
31,CLÉMENT BERTHET,92,AG2R CITROEN TEAM,34h 36' 34'',+ 00h 26' 56'',,,8,2023
32,MICHAEL WOODS,151,ISRAEL - PREMIER TECH,34h 37' 54'',+ 00h 28' 16'',,,8,2023
33,BOB JUNGELS,74,BORA - HANSGROHE,34h 38' 31'',+ 00h 28' 53'',,,8,2023
34,TOBIAS HALLAND JOHANNESSEN,204,UNO-X PRO CYCLING TEAM,34h 40' 21'',+ 00h 30' 43'',04',,8,2023
35,DYLAN TEUNS,158,ISRAEL - PREMIER TECH,34h 43' 11'',+ 00h 33' 33'',,,8,2023
36,WARREN BARGUIL,171,TEAM ARKEA - SAMSIC,34h 43' 16'',+ 00h 33' 38'',,,8,2023
37,GORKA IZAGIRRE INSAUSTI,134,MOVISTAR TEAM,34h 44' 48'',+ 00h 35' 10'',,,8,2023
38,AURÉLIEN PARET PEINTRE,97,AG2R CITROEN TEAM,34h 45' 48'',+ 00h 36' 10'',,,8,2023
39,JACK HAIG,66,BAHRAIN VICTORIOUS,34h 46' 21'',+ 00h 36' 43'',,,8,2023
40,TIESJ BENOOT,2,JUMBO-VISMA,34h 46' 38'',+ 00h 37' 00'',,,8,2023
41,JUAN PEDRO LOPEZ PEREZ,85,LIDL - TREK,34h 47' 10'',+ 00h 37' 32'',,,8,2023
42,FELIX GROSSSCHARTNER,14,UAE TEAM EMIRATES,34h 50' 19'',+ 00h 40' 41'',,,8,2023
43,CLÉMENT CHAMPOUSSIN,173,TEAM ARKEA - SAMSIC,34h 52' 02'',+ 00h 42' 24'',,,8,2023
44,KÉVIN GENIETS,32,GROUPAMA - FDJ,34h 53' 03'',+ 00h 43' 25'',,,8,2023
45,TONY GALLOPIN,82,LIDL - TREK,34h 54' 11'',+ 00h 44' 33'',,,8,2023
46,MICHAL KWIATKOWSKI,24,INEOS GRENADIERS,34h 54' 29'',+ 00h 44' 51'',,,8,2023
47,MATIS LOUVEL,176,TEAM ARKEA - SAMSIC,34h 54' 48'',+ 00h 45' 10'',,,8,2023
48,MATHIEU BURGAUDEAU,213,TOTALENERGIES,34h 56' 05'',+ 00h 46' 27'',,,8,2023
49,DAVID DE LA CRUZ MELGAREJO,193,ASTANA QAZAQSTAN TEAM,34h 57' 01'',+ 00h 47' 23'',,,8,2023
50,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,34h 57' 32'',+ 00h 47' 54'',,,8,2023
51,MATTHEW DINHAM,143,TEAM DSM - FIRMENICH,34h 57' 40'',+ 00h 48' 02'',,,8,2023
52,GREGOR MÜHLBERGER,136,MOVISTAR TEAM,34h 57' 49'',+ 00h 48' 11'',,,8,2023
53,ANTONIO PEDRERO,138,MOVISTAR TEAM,34h 58' 20'',+ 00h 48' 42'',,,8,2023
54,CHRISTOPHER HAMILTON,146,TEAM DSM - FIRMENICH,34h 59' 56'',+ 00h 50' 18'',,,8,2023
55,DANIEL FELIPE MARTINEZ POVEDA,25,INEOS GRENADIERS,35h 00' 36'',+ 00h 50' 58'',,,8,2023
56,ION IZAGIRRE INSAUSTI,124,COFIDIS,35h 00' 45'',+ 00h 51' 07'',,,8,2023
57,ALEX ARANBURU DEBA,133,MOVISTAR TEAM,35h 02' 49'',+ 00h 53' 11'',,,8,2023
58,JHOAN ESTEBAN CHAVES RUBIO,44,EF EDUCATION - EASYPOST,35h 03' 24'',+ 00h 53' 46'',,,8,2023
59,STEFAN KÜNG,33,GROUPAMA - FDJ,35h 03' 47'',+ 00h 54' 09'',,,8,2023
60,MATTEO JORGENSON,135,MOVISTAR TEAM,35h 04' 34'',+ 00h 54' 56'',,,8,2023
61,KRISTS NEILANDS,155,ISRAEL - PREMIER TECH,35h 05' 07'',+ 00h 55' 29'',,,8,2023
62,WOUT POELS,68,BAHRAIN VICTORIOUS,35h 05' 28'',+ 00h 55' 50'',,,8,2023
63,ALBERTO BETTIOL,43,EF EDUCATION - EASYPOST,35h 05' 33'',+ 00h 55' 55'',,,8,2023
64,JAMES SHAW,47,EF EDUCATION - EASYPOST,35h 05' 49'',+ 00h 56' 11'',,,8,2023
65,QUENTIN PACHER,36,GROUPAMA - FDJ,35h 06' 35'',+ 00h 56' 57'',,,8,2023
66,HUGO HOULE,154,ISRAEL - PREMIER TECH,35h 06' 42'',+ 00h 57' 04'',,,8,2023
67,OMAR FRAILE MATARRANZ,23,INEOS GRENADIERS,35h 07' 40'',+ 00h 58' 02'',,,8,2023
68,GEORG ZIMMERMANN,118,INTERMARCHÉ - CIRCUS - WANTY,35h 07' 41'',+ 00h 58' 03'',,,8,2023
69,NICHOLAS SCHULTZ,156,ISRAEL - PREMIER TECH,35h 07' 45'',+ 00h 58' 07'',,,8,2023
70,NELSON OLIVEIRA,137,MOVISTAR TEAM,35h 08' 18'',+ 00h 58' 40'',,,8,2023
71,VICTOR CAMPENAERTS,182,LOTTO DSTNY,35h 09' 03'',+ 00h 59' 25'',,,8,2023
72,LILIAN CALMEJANE,112,INTERMARCHÉ - CIRCUS - WANTY,35h 09' 27'',+ 00h 59' 49'',,,8,2023
73,SIMON GESCHKE,123,COFIDIS,35h 10' 21'',+ 01h 00' 43'',,,8,2023
74,DYLAN VAN BAARLE,7,JUMBO-VISMA,35h 10' 40'',+ 01h 01' 02'',,,8,2023
75,VICTOR LAFAY,125,COFIDIS,35h 10' 58'',+ 01h 01' 20'',10',,8,2023
76,MAXIM VAN GILS,187,LOTTO DSTNY,35h 11' 35'',+ 01h 01' 57'',,,8,2023
77,GREGAARD JONAS WILSLY,208,UNO-X PRO CYCLING TEAM,35h 12' 21'',+ 01h 02' 43'',,,8,2023
78,CORBIN STRONG,157,ISRAEL - PREMIER TECH,35h 12' 23'',+ 01h 02' 45'',,,8,2023
79,RUI COSTA,113,INTERMARCHÉ - CIRCUS - WANTY,35h 12' 58'',+ 01h 03' 20'',,,8,2023
80,MATHIEU VAN DER POEL,101,ALPECIN-DECEUNINCK,35h 14' 03'',+ 01h 04' 25'',,,8,2023
81,LARS VAN DEN BERG,38,GROUPAMA - FDJ,35h 14' 16'',+ 01h 04' 38'',,,8,2023
82,ANTHONY DELAPLACE,174,TEAM ARKEA - SAMSIC,35h 15' 49'',+ 01h 06' 11'',,,8,2023
83,ANTHONY PEREZ,126,COFIDIS,35h 17' 14'',+ 01h 07' 36'',,,8,2023
84,ALEXEY LUTSENKO,195,ASTANA QAZAQSTAN TEAM,35h 17' 23'',+ 01h 07' 45'',,,8,2023
85,NATHAN VAN HOOYDONCK,8,JUMBO-VISMA,35h 20' 18'',+ 01h 10' 40'',,,8,2023
86,G LAWSON CRADDOCK,162,TEAM JAYCO ALULA,35h 20' 30'',+ 01h 10' 52'',,,8,2023
87,PATRICK KONRAD,75,BORA - HANSGROHE,35h 21' 16'',+ 01h 11' 38'',,,8,2023
88,RIGOBERTO URAN,48,EF EDUCATION - EASYPOST,35h 21' 19'',+ 01h 11' 41'',,,8,2023
89,MARC SOLER,17,UAE TEAM EMIRATES,35h 21' 38'',+ 01h 12' 00'',,,8,2023
90,EDVALD BOASSON-HAGEN,212,TOTALENERGIES,35h 21' 43'',+ 01h 12' 05'',,,8,2023
91,OLIVER NAESEN,96,AG2R CITROEN TEAM,35h 22' 44'',+ 01h 13' 06'',,,8,2023
92,PASCAL EENKHOORN,184,LOTTO DSTNY,35h 22' 53'',+ 01h 13' 15'',,,8,2023
93,QUINTEN HERMANS,104,ALPECIN-DECEUNINCK,35h 23' 09'',+ 01h 13' 31'',,,8,2023
94,MATEJ MOHORIC,67,BAHRAIN VICTORIOUS,35h 23' 21'',+ 01h 13' 43'',,,8,2023
95,STAN DEWULF,94,AG2R CITROEN TEAM,35h 25' 36'',+ 01h 15' 58'',,,8,2023
96,VALENTIN FERRON,215,TOTALENERGIES,35h 25' 48'',+ 01h 16' 10'',,,8,2023
97,MADS PEDERSEN,86,LIDL - TREK,35h 25' 56'',+ 01h 16' 18'',10',,8,2023
98,MARCO HALLER,73,BORA - HANSGROHE,35h 25' 59'',+ 01h 16' 21'',,,8,2023
99,JASPER PHILIPSEN,106,ALPECIN-DECEUNINCK,35h 26' 18'',+ 01h 16' 40'',36',,8,2023
100,JASPER STUYVEN,88,LIDL - TREK,35h 26' 24'',+ 01h 16' 46'',,,8,2023
101,BINIAM GIRMAY,111,INTERMARCHÉ - CIRCUS - WANTY,35h 29' 43'',+ 01h 20' 05'',04',,8,2023
102,NILS POLITT,77,BORA - HANSGROHE,35h 30' 14'',+ 01h 20' 36'',,,8,2023
103,CHRISTOPHE LAPORTE,5,JUMBO-VISMA,35h 31' 00'',+ 01h 21' 22'',,,8,2023
104,NIKIAS ARNDT,63,BAHRAIN VICTORIOUS,35h 31' 13'',+ 01h 21' 35'',,,8,2023
105,FRED WRIGHT,69,BAHRAIN VICTORIOUS,35h 31' 14'',+ 01h 21' 36'',,,8,2023
106,ANTHON CHARMIG,203,UNO-X PRO CYCLING TEAM,35h 31' 26'',+ 01h 21' 48'',,,8,2023
107,JONAS ABRAHAMSEN,202,UNO-X PRO CYCLING TEAM,35h 32' 00'',+ 01h 22' 22'',,,8,2023
108,BRYAN COQUARD,122,COFIDIS,35h 32' 23'',+ 01h 22' 45'',,,8,2023
109,PIERRE LATOUR,216,TOTALENERGIES,35h 32' 35'',+ 01h 22' 57'',,,8,2023
110,MIKE TEUNISSEN,117,INTERMARCHÉ - CIRCUS - WANTY,35h 32' 46'',+ 01h 23' 08'',,,8,2023
111,SIMON CLARKE,153,ISRAEL - PREMIER TECH,35h 32' 50'',+ 01h 23' 12'',,,8,2023
112,KASPER ASGREEN,52,SOUDAL QUICK-STEP,35h 32' 58'',+ 01h 23' 20'',,,8,2023
113,ALEX KIRSCH,84,LIDL - TREK,35h 33' 12'',+ 01h 23' 34'',,,8,2023
114,DANIEL OSS,217,TOTALENERGIES,35h 33' 52'',+ 01h 24' 14'',,,8,2023
115,NANS PETERS,98,AG2R CITROEN TEAM,35h 34' 45'',+ 01h 25' 07'',,,8,2023
116,KEVIN VERMAERKE,147,TEAM DSM - FIRMENICH,35h 34' 55'',+ 01h 25' 17'',,,8,2023
117,ANTHONY TURGIS,218,TOTALENERGIES,35h 35' 05'',+ 01h 25' 27'',,,8,2023
118,GUILLAUME BOIVIN,152,ISRAEL - PREMIER TECH,35h 35' 15'',+ 01h 25' 37'',,,8,2023
119,SILVAN DILLIER,102,ALPECIN-DECEUNINCK,35h 36' 52'',+ 01h 27' 14'',,,8,2023
120,SØREN KRAGH ANDERSEN,105,ALPECIN-DECEUNINCK,35h 37' 19'',+ 01h 27' 41'',,,8,2023
121,RASMUS TILLER,205,UNO-X PRO CYCLING TEAM,35h 37' 31'',+ 01h 27' 53'',,,8,2023
122,PETER SAGAN,211,TOTALENERGIES,35h 37' 46'',+ 01h 28' 08'',,,8,2023
123,BEN TURNER,28,INEOS GRENADIERS,35h 37' 46'',+ 01h 28' 08'',,,8,2023
124,SIMON GUGLIELMI,175,TEAM ARKEA - SAMSIC,35h 38' 04'',+ 01h 28' 26'',,,8,2023
125,MAGNUS CORT NIELSEN,45,EF EDUCATION - EASYPOST,35h 38' 07'',+ 01h 28' 29'',,,8,2023
126,BENOIT COSNEFROY,93,AG2R CITROEN TEAM,35h 38' 30'',+ 01h 28' 52'',,,8,2023
127,LUKA MEZGEC,167,TEAM JAYCO ALULA,35h 38' 48'',+ 01h 29' 10'',,,8,2023
128,DRIES DEVENYNS,55,SOUDAL QUICK-STEP,35h 40' 21'',+ 01h 30' 43'',,,8,2023
129,JUUL CHRISTOPHER JENSEN,166,TEAM JAYCO ALULA,35h 40' 32'',+ 01h 30' 54'',,,8,2023
130,DION SMITH,116,INTERMARCHÉ - CIRCUS - WANTY,35h 40' 40'',+ 01h 31' 02'',,,8,2023
131,JENTHE BIERMANS,172,TEAM ARKEA - SAMSIC,35h 40' 43'',+ 01h 31' 05'',,,8,2023
132,NILS EEKHOFF,145,TEAM DSM - FIRMENICH,35h 41' 20'',+ 01h 31' 42'',,,8,2023
133,MATTEO TRENTIN,18,UAE TEAM EMIRATES,35h 41' 25'',+ 01h 31' 47'',,,8,2023
134,RÉMI CAVAGNA,53,SOUDAL QUICK-STEP,35h 42' 12'',+ 01h 32' 34'',,,8,2023
135,JONAS RICKAERT,107,ALPECIN-DECEUNINCK,35h 42' 26'',+ 01h 32' 48'',,,8,2023
136,DANNY VAN POPPEL,78,BORA - HANSGROHE,35h 42' 39'',+ 01h 33' 01'',,,8,2023
137,FLORIAN VERMEERSCH,188,LOTTO DSTNY,35h 42' 55'',+ 01h 33' 17'',,,8,2023
138,ANDREY AMADOR,42,EF EDUCATION - EASYPOST,35h 43' 57'',+ 01h 34' 19'',,,8,2023
139,DYLAN GROENEWEGEN,164,TEAM JAYCO ALULA,35h 44' 04'',+ 01h 34' 26'',,,8,2023
140,CALEB EWAN,181,LOTTO DSTNY,35h 44' 14'',+ 01h 34' 36'',10',,8,2023
141,VEGARD STAKE LAENGEN,15,UAE TEAM EMIRATES,35h 44' 24'',+ 01h 34' 46'',,,8,2023
142,SØREN WÆRENSKJOLD,207,UNO-X PRO CYCLING TEAM,35h 44' 34'',+ 01h 34' 56'',,,8,2023
143,MICHAEL GOGL,103,ALPECIN-DECEUNINCK,35h 44' 56'',+ 01h 35' 18'',,,8,2023
144,TORSTEIN TRÆEN,206,UNO-X PRO CYCLING TEAM,35h 46' 57'',+ 01h 37' 19'',,,8,2023
145,ADRIEN PETIT,115,INTERMARCHÉ - CIRCUS - WANTY,35h 47' 33'',+ 01h 37' 55'',,,8,2023
146,ELMAR REINDERS,168,TEAM JAYCO ALULA,35h 48' 06'',+ 01h 38' 28'',,,8,2023
147,ALEXANDER KRISTOFF,201,UNO-X PRO CYCLING TEAM,35h 48' 17'',+ 01h 38' 39'',,,8,2023
148,ALEXIS RENARD,127,COFIDIS,35h 50' 35'',+ 01h 40' 57'',,,8,2023
149,LUCA MOZZATO,177,TEAM ARKEA - SAMSIC,35h 50' 38'',+ 01h 41' 00'',,,8,2023
150,JOHN DEGENKOLB,142,TEAM DSM - FIRMENICH,35h 52' 57'',+ 01h 43' 19'',,,8,2023
151,SAM WELSFORD,148,TEAM DSM - FIRMENICH,35h 52' 59'',+ 01h 43' 21'',,,8,2023
152,YVES LAMPAERT,57,SOUDAL QUICK-STEP,35h 53' 44'',+ 01h 44' 06'',,,8,2023
153,JORDI MEEUS,76,BORA - HANSGROHE,35h 53' 49'',+ 01h 44' 11'',,,8,2023
154,MIKKEL BJERG,12,UAE TEAM EMIRATES,35h 54' 04'',+ 01h 44' 26'',,,8,2023
155,OLIVIER LE GAC,34,GROUPAMA - FDJ,35h 54' 11'',+ 01h 44' 33'',,,8,2023
156,ALEXANDER EDMONDSON,144,TEAM DSM - FIRMENICH,35h 54' 37'',+ 01h 44' 59'',,,8,2023
157,LAURENT PICHON,178,TEAM ARKEA - SAMSIC,35h 54' 42'',+ 01h 45' 04'',,,8,2023
158,LUKE DURBRIDGE,163,TEAM JAYCO ALULA,35h 55' 00'',+ 01h 45' 22'',,,8,2023
159,RAMON SINKELDAM,108,ALPECIN-DECEUNINCK,35h 55' 58'',+ 01h 46' 20'',,,8,2023
160,QUINN SIMMONS,87,LIDL - TREK,35h 56' 02'',+ 01h 46' 24'',,,8,2023
161,FREDERIK FRISON,185,LOTTO DSTNY,35h 57' 45'',+ 01h 48' 07'',,,8,2023
162,JASPER DE BUYST,183,LOTTO DSTNY,35h 57' 58'',+ 01h 48' 20'',,,8,2023
163,TIM DECLERCQ,54,SOUDAL QUICK-STEP,35h 58' 50'',+ 01h 49' 12'',,,8,2023
164,CEES BOL,192,ASTANA QAZAQSTAN TEAM,36h 00' 10'',+ 01h 50' 32'',,,8,2023
165,PHIL BAUHAUS,64,BAHRAIN VICTORIOUS,36h 01' 21'',+ 01h 51' 43'',10',00' 30'',8,2023
166,AXEL ZINGLE,128,COFIDIS,36h 02' 20'',+ 01h 52' 42'',,,8,2023
167,FABIO JAKOBSEN,56,SOUDAL QUICK-STEP,36h 02' 43'',+ 01h 53' 05'',,,8,2023
168,MICHAEL MØRKØV,58,SOUDAL QUICK-STEP,36h 03' 28'',+ 01h 53' 50'',,,8,2023
169,GIANNI MOSCON,196,ASTANA QAZAQSTAN TEAM,36h 05' 47'',+ 01h 56' 09'',,,8,2023
170,YEVGENIY FEDOROV,194,ASTANA QAZAQSTAN TEAM,36h 17' 48'',+ 02h 08' 10'',,,8,2023
1,JONAS VINGEGAARD,1,JUMBO-VISMA,38h 37' 46'',-,11',,9,2023
2,TADEJ POGAČAR,11,UAE TEAM EMIRATES,38h 38' 03'',+ 00h 00' 17'',26',,9,2023
3,JAI HINDLEY,71,BORA - HANSGROHE,38h 40' 26'',+ 00h 02' 40'',18',,9,2023
4,CARLOS RODRIGUEZ CANO,27,INEOS GRENADIERS,38h 42' 08'',+ 00h 04' 22'',,,9,2023
5,ADAM YATES,19,UAE TEAM EMIRATES,38h 42' 25'',+ 00h 04' 39'',10',,9,2023
6,SIMON YATES,161,TEAM JAYCO ALULA,38h 42' 30'',+ 00h 04' 44'',08',,9,2023
7,THOMAS PIDCOCK,26,INEOS GRENADIERS,38h 43' 12'',+ 00h 05' 26'',,,9,2023
8,DAVID GAUDU,31,GROUPAMA - FDJ,38h 43' 47'',+ 00h 06' 01'',,,9,2023
9,SEPP KUSS,4,JUMBO-VISMA,38h 44' 31'',+ 00h 06' 45'',,,9,2023
10,ROMAIN BARDET,141,TEAM DSM - FIRMENICH,38h 44' 44'',+ 00h 06' 58'',,,9,2023
11,PELLO BILBAO LOPEZ DE ARMENTIA,65,BAHRAIN VICTORIOUS,38h 45' 23'',+ 00h 07' 37'',,,9,2023
12,LOUIS MEINTJES,114,INTERMARCHÉ - CIRCUS - WANTY,38h 46' 36'',+ 00h 08' 50'',,,9,2023
13,EMANUEL BUCHMANN,72,BORA - HANSGROHE,38h 46' 55'',+ 00h 09' 09'',,,9,2023
14,MIKEL LANDA MEANA,62,BAHRAIN VICTORIOUS,38h 46' 55'',+ 00h 09' 09'',,,9,2023
15,THIBAUT PINOT,37,GROUPAMA - FDJ,38h 47' 22'',+ 00h 09' 36'',,,9,2023
16,FELIX GALL,95,AG2R CITROEN TEAM,38h 47' 32'',+ 00h 09' 46'',09',,9,2023
17,GUILLAUME MARTIN GUYONNET,121,COFIDIS,38h 48' 58'',+ 00h 11' 12'',,,9,2023
18,BEN O'CONNOR,91,AG2R CITROEN TEAM,38h 51' 50'',+ 00h 14' 04'',,,9,2023
19,JONATHAN CASTROVIEJO NICOLAS,22,INEOS GRENADIERS,38h 53' 51'',+ 00h 16' 05'',,,9,2023
20,VALENTIN MADOUAS,35,GROUPAMA - FDJ,38h 56' 42'',+ 00h 18' 56'',,,9,2023
21,CLÉMENT BERTHET,92,AG2R CITROEN TEAM,38h 57' 10'',+ 00h 19' 24'',,,9,2023
22,MICHAEL WOODS,151,ISRAEL - PREMIER TECH,38h 57' 25'',+ 00h 19' 39'',10',,9,2023
23,WILCO KELDERMAN,3,JUMBO-VISMA,38h 58' 28'',+ 00h 20' 42'',,,9,2023
24,CHRIS HARPER,165,TEAM JAYCO ALULA,39h 01' 22'',+ 00h 23' 36'',,,9,2023
25,WOUT VAN AERT,6,JUMBO-VISMA,39h 05' 16'',+ 00h 27' 30'',10',,9,2023
26,HAROLD ALFONSO TEJADA CANACUE,198,ASTANA QAZAQSTAN TEAM,39h 05' 46'',+ 00h 28' 00'',,,9,2023
27,JULIAN ALAPHILIPPE,51,SOUDAL QUICK-STEP,39h 06' 15'',+ 00h 28' 29'',,,9,2023
28,SKJELMOSE MATTIAS JENSEN,83,LIDL - TREK,39h 07' 02'',+ 00h 29' 16'',,,9,2023
29,RAFAL MAJKA,16,UAE TEAM EMIRATES,39h 09' 13'',+ 00h 31' 27'',,,9,2023
30,GORKA IZAGIRRE INSAUSTI,134,MOVISTAR TEAM,39h 09' 26'',+ 00h 31' 40'',,,9,2023
31,EGAN BERNAL GOMEZ,21,INEOS GRENADIERS,39h 12' 18'',+ 00h 34' 32'',,,9,2023
32,GIULIO CICCONE,81,LIDL - TREK,39h 13' 24'',+ 00h 35' 38'',08',,9,2023
33,RUBEN ALMEIDA GUERREIRO,132,MOVISTAR TEAM,39h 15' 54'',+ 00h 38' 08'',,,9,2023
34,MATHIEU BURGAUDEAU,213,TOTALENERGIES,39h 18' 02'',+ 00h 40' 16'',,,9,2023
35,BOB JUNGELS,74,BORA - HANSGROHE,39h 18' 08'',+ 00h 40' 22'',,,9,2023
36,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,39h 18' 36'',+ 00h 40' 50'',,,9,2023
37,DAVID DE LA CRUZ MELGAREJO,193,ASTANA QAZAQSTAN TEAM,39h 19' 16'',+ 00h 41' 30'',,,9,2023
38,JACK HAIG,66,BAHRAIN VICTORIOUS,39h 22' 09'',+ 00h 44' 23'',,,9,2023
39,WARREN BARGUIL,171,TEAM ARKEA - SAMSIC,39h 23' 50'',+ 00h 46' 04'',,,9,2023
40,MATTEO JORGENSON,135,MOVISTAR TEAM,39h 24' 51'',+ 00h 47' 05'',,,9,2023
41,DYLAN TEUNS,158,ISRAEL - PREMIER TECH,39h 24' 52'',+ 00h 47' 06'',,,9,2023
42,FELIX GROSSSCHARTNER,14,UAE TEAM EMIRATES,39h 26' 07'',+ 00h 48' 21'',,,9,2023
43,JUAN PEDRO LOPEZ PEREZ,85,LIDL - TREK,39h 26' 47'',+ 00h 49' 01'',,,9,2023
44,TOBIAS HALLAND JOHANNESSEN,204,UNO-X PRO CYCLING TEAM,39h 27' 28'',+ 00h 49' 42'',04',,9,2023
45,AURÉLIEN PARET PEINTRE,97,AG2R CITROEN TEAM,39h 27' 49'',+ 00h 50' 03'',,,9,2023
46,KÉVIN GENIETS,32,GROUPAMA - FDJ,39h 32' 40'',+ 00h 54' 54'',,,9,2023
47,ION IZAGIRRE INSAUSTI,124,COFIDIS,39h 32' 57'',+ 00h 55' 11'',,,9,2023
48,TIESJ BENOOT,2,JUMBO-VISMA,39h 33' 49'',+ 00h 56' 03'',,,9,2023
49,GREGAARD JONAS WILSLY,208,UNO-X PRO CYCLING TEAM,39h 34' 00'',+ 00h 56' 14'',,,9,2023
50,VICTOR CAMPENAERTS,182,LOTTO DSTNY,39h 34' 09'',+ 00h 56' 23'',,,9,2023
51,MATTHEW DINHAM,143,TEAM DSM - FIRMENICH,39h 37' 17'',+ 00h 59' 31'',,,9,2023
52,MATIS LOUVEL,176,TEAM ARKEA - SAMSIC,39h 38' 15'',+ 01h 00' 29'',,,9,2023
53,ALEXEY LUTSENKO,195,ASTANA QAZAQSTAN TEAM,39h 38' 43'',+ 01h 00' 57'',,,9,2023
54,CHRISTOPHER HAMILTON,146,TEAM DSM - FIRMENICH,39h 39' 33'',+ 01h 01' 47'',,,9,2023
55,DANIEL FELIPE MARTINEZ POVEDA,25,INEOS GRENADIERS,39h 40' 13'',+ 01h 02' 27'',,,9,2023
56,CLÉMENT CHAMPOUSSIN,173,TEAM ARKEA - SAMSIC,39h 40' 39'',+ 01h 02' 53'',,,9,2023
57,MICHAL KWIATKOWSKI,24,INEOS GRENADIERS,39h 42' 24'',+ 01h 04' 38'',,,9,2023
58,TONY GALLOPIN,82,LIDL - TREK,39h 42' 48'',+ 01h 05' 02'',,,9,2023
59,MATEJ MOHORIC,67,BAHRAIN VICTORIOUS,39h 43' 33'',+ 01h 05' 47'',04',,9,2023
60,STEFAN KÜNG,33,GROUPAMA - FDJ,39h 45' 08'',+ 01h 07' 22'',,,9,2023
61,KRISTS NEILANDS,155,ISRAEL - PREMIER TECH,39h 46' 06'',+ 01h 08' 20'',,,9,2023
62,QUENTIN PACHER,36,GROUPAMA - FDJ,39h 46' 12'',+ 01h 08' 26'',,,9,2023
63,GREGOR MÜHLBERGER,136,MOVISTAR TEAM,39h 46' 26'',+ 01h 08' 40'',,,9,2023
64,ANTONIO PEDRERO,138,MOVISTAR TEAM,39h 46' 57'',+ 01h 09' 11'',,,9,2023
65,WOUT POELS,68,BAHRAIN VICTORIOUS,39h 47' 09'',+ 01h 09' 23'',,,9,2023
66,NELSON OLIVEIRA,137,MOVISTAR TEAM,39h 47' 55'',+ 01h 10' 09'',,,9,2023
67,LILIAN CALMEJANE,112,INTERMARCHÉ - CIRCUS - WANTY,39h 49' 24'',+ 01h 11' 38'',,,9,2023
68,GEORG ZIMMERMANN,118,INTERMARCHÉ - CIRCUS - WANTY,39h 49' 42'',+ 01h 11' 56'',,,9,2023
69,JHOAN ESTEBAN CHAVES RUBIO,44,EF EDUCATION - EASYPOST,39h 51' 19'',+ 01h 13' 33'',,,9,2023
70,ALEX ARANBURU DEBA,133,MOVISTAR TEAM,39h 51' 26'',+ 01h 13' 40'',,,9,2023
71,SIMON GESCHKE,123,COFIDIS,39h 52' 22'',+ 01h 14' 36'',,,9,2023
72,HUGO HOULE,154,ISRAEL - PREMIER TECH,39h 52' 35'',+ 01h 14' 49'',,,9,2023
73,RUI COSTA,113,INTERMARCHÉ - CIRCUS - WANTY,39h 52' 35'',+ 01h 14' 49'',,,9,2023
74,PIERRE LATOUR,216,TOTALENERGIES,39h 52' 38'',+ 01h 14' 52'',06',,9,2023
75,JAMES SHAW,47,EF EDUCATION - EASYPOST,39h 52' 56'',+ 01h 15' 10'',,,9,2023
76,ALBERTO BETTIOL,43,EF EDUCATION - EASYPOST,39h 54' 10'',+ 01h 16' 24'',,,9,2023
77,DYLAN VAN BAARLE,7,JUMBO-VISMA,39h 54' 33'',+ 01h 16' 47'',,,9,2023
78,NICHOLAS SCHULTZ,156,ISRAEL - PREMIER TECH,39h 54' 52'',+ 01h 17' 06'',,,9,2023
