Rank,Rider,Rider No.,Team,Times,Gap,B,P,Stages,Year
121,MIKE TEUNISSEN,117,INTERMARCHÉ - CIRCUS - WANTY,27h 33' 10'',+ 01h 22' 26'',,,6,2023
122,BRYAN COQUARD,122,COFIDIS,27h 33' 29'',+ 01h 22' 45'',,,6,2023
123,ALEX KIRSCH,84,LIDL - TREK,27h 33' 31'',+ 01h 22' 47'',,,6,2023
124,JENTHE BIERMANS,172,TEAM ARKEA - SAMSIC,27h 34' 42'',+ 01h 23' 58'',,,6,2023
125,GUILLAUME BOIVIN,152,ISRAEL - PREMIER TECH,27h 35' 59'',+ 01h 25' 15'',,,6,2023
126,TORSTEIN TRÆEN,206,UNO-X PRO CYCLING TEAM,27h 36' 05'',+ 01h 25' 21'',,,6,2023
127,ANDREY AMADOR,42,EF EDUCATION - EASYPOST,27h 36' 09'',+ 01h 25' 25'',,,6,2023
128,VEGARD STAKE LAENGEN,15,UAE TEAM EMIRATES,27h 36' 12'',+ 01h 25' 28'',,,6,2023
129,SILVAN DILLIER,102,ALPECIN-DECEUNINCK,27h 36' 13'',+ 01h 25' 29'',,,6,2023
130,DRIES DEVENYNS,55,SOUDAL QUICK-STEP,27h 36' 40'',+ 01h 25' 56'',,,6,2023
131,JONAS RICKAERT,107,ALPECIN-DECEUNINCK,27h 37' 10'',+ 01h 26' 26'',,,6,2023
132,SØREN KRAGH ANDERSEN,105,ALPECIN-DECEUNINCK,27h 37' 10'',+ 01h 26' 26'',,,6,2023
133,DANNY VAN POPPEL,78,BORA - HANSGROHE,27h 37' 23'',+ 01h 26' 39'',,,6,2023
134,FLORIAN VERMEERSCH,188,LOTTO DSTNY,27h 37' 28'',+ 01h 26' 44'',,,6,2023
135,RASMUS TILLER,205,UNO-X PRO CYCLING TEAM,27h 37' 32'',+ 01h 26' 48'',,,6,2023
136,DION SMITH,116,INTERMARCHÉ - CIRCUS - WANTY,27h 38' 02'',+ 01h 27' 18'',,,6,2023
137,PETER SAGAN,211,TOTALENERGIES,27h 38' 52'',+ 01h 28' 08'',,,6,2023
138,LUKA MEZGEC,167,TEAM JAYCO ALULA,27h 39' 18'',+ 01h 28' 34'',,,6,2023
139,BENOIT COSNEFROY,93,AG2R CITROEN TEAM,27h 39' 36'',+ 01h 28' 52'',,,6,2023
140,RÉMI CAVAGNA,53,SOUDAL QUICK-STEP,27h 40' 00'',+ 01h 29' 16'',,,6,2023
141,AXEL ZINGLE,128,COFIDIS,27h 40' 04'',+ 01h 29' 20'',,,6,2023
142,MATTEO TRENTIN,18,UAE TEAM EMIRATES,27h 41' 55'',+ 01h 31' 11'',,,6,2023
143,MIKKEL BJERG,12,UAE TEAM EMIRATES,27h 41' 59'',+ 01h 31' 15'',,,6,2023
144,ADRIEN PETIT,115,INTERMARCHÉ - CIRCUS - WANTY,27h 42' 17'',+ 01h 31' 33'',,,6,2023
145,NILS EEKHOFF,145,TEAM DSM - FIRMENICH,27h 42' 26'',+ 01h 31' 42'',,,6,2023
146,ELMAR REINDERS,168,TEAM JAYCO ALULA,27h 44' 23'',+ 01h 33' 39'',,,6,2023
147,ALEXANDER KRISTOFF,201,UNO-X PRO CYCLING TEAM,27h 44' 34'',+ 01h 33' 50'',,,6,2023
148,QUINN SIMMONS,87,LIDL - TREK,27h 44' 45'',+ 01h 34' 01'',,,6,2023
149,SAM WELSFORD,148,TEAM DSM - FIRMENICH,27h 44' 47'',+ 01h 34' 03'',,,6,2023
150,CALEB EWAN,181,LOTTO DSTNY,27h 44' 52'',+ 01h 34' 08'',10',,6,2023
151,SØREN WÆRENSKJOLD,207,UNO-X PRO CYCLING TEAM,27h 44' 53'',+ 01h 34' 09'',,,6,2023
152,DYLAN GROENEWEGEN,164,TEAM JAYCO ALULA,27h 45' 10'',+ 01h 34' 26'',,,6,2023
153,LUCA MOZZATO,177,TEAM ARKEA - SAMSIC,27h 45' 22'',+ 01h 34' 38'',,,6,2023
154,JORDI MEEUS,76,BORA - HANSGROHE,27h 45' 37'',+ 01h 34' 53'',,,6,2023
155,ALEXANDER EDMONDSON,144,TEAM DSM - FIRMENICH,27h 46' 25'',+ 01h 35' 41'',,,6,2023
156,OLIVIER LE GAC,34,GROUPAMA - FDJ,27h 46' 25'',+ 01h 35' 41'',,,6,2023
157,LUKE DURBRIDGE,163,TEAM JAYCO ALULA,27h 47' 01'',+ 01h 36' 17'',,,6,2023
158,LAURENT PICHON,178,TEAM ARKEA - SAMSIC,27h 47' 23'',+ 01h 36' 39'',,,6,2023
159,FREDERIK FRISON,185,LOTTO DSTNY,27h 47' 40'',+ 01h 36' 56'',,,6,2023
160,JOHN DEGENKOLB,142,TEAM DSM - FIRMENICH,27h 47' 41'',+ 01h 36' 57'',,,6,2023
161,RAMON SINKELDAM,108,ALPECIN-DECEUNINCK,27h 47' 46'',+ 01h 37' 02'',,,6,2023
162,ALEXIS RENARD,127,COFIDIS,27h 50' 04'',+ 01h 39' 20'',,,6,2023
163,YVES LAMPAERT,57,SOUDAL QUICK-STEP,27h 52' 19'',+ 01h 41' 35'',,,6,2023
164,TIM DECLERCQ,54,SOUDAL QUICK-STEP,27h 52' 49'',+ 01h 42' 05'',,,6,2023
165,MICHAEL MØRKØV,58,SOUDAL QUICK-STEP,27h 54' 31'',+ 01h 43' 47'',,,6,2023
166,FABIO JAKOBSEN,56,SOUDAL QUICK-STEP,27h 54' 31'',+ 01h 43' 47'',,,6,2023
167,PHIL BAUHAUS,64,BAHRAIN VICTORIOUS,27h 55' 49'',+ 01h 45' 05'',10',00' 30'',6,2023
168,JASPER DE BUYST,183,LOTTO DSTNY,27h 58' 34'',+ 01h 47' 50'',,,6,2023
169,MARK CAVENDISH,191,ASTANA QAZAQSTAN TEAM,28h 01' 16'',+ 01h 50' 32'',,,6,2023
170,CEES BOL,192,ASTANA QAZAQSTAN TEAM,28h 01' 16'',+ 01h 50' 32'',,,6,2023
171,GIANNI MOSCON,196,ASTANA QAZAQSTAN TEAM,28h 02' 48'',+ 01h 52' 04'',,,6,2023
172,YEVGENIY FEDOROV,194,ASTANA QAZAQSTAN TEAM,28h 04' 12'',+ 01h 53' 28'',,,6,2023
1,JONAS VINGEGAARD,1,JUMBO-VISMA,29h 57' 12'',-,11',,7,2023
2,TADEJ POGAČAR,11,UAE TEAM EMIRATES,29h 57' 37'',+ 00h 00' 25'',26',,7,2023
3,JAI HINDLEY,71,BORA - HANSGROHE,29h 58' 46'',+ 00h 01' 34'',18',,7,2023
4,SIMON YATES,161,TEAM JAYCO ALULA,30h 00' 26'',+ 00h 03' 14'',08',,7,2023
5,CARLOS RODRIGUEZ CANO,27,INEOS GRENADIERS,30h 00' 42'',+ 00h 03' 30'',,,7,2023
6,ADAM YATES,19,UAE TEAM EMIRATES,30h 00' 52'',+ 00h 03' 40'',10',,7,2023
7,DAVID GAUDU,31,GROUPAMA - FDJ,30h 01' 15'',+ 00h 04' 03'',,,7,2023
8,ROMAIN BARDET,141,TEAM DSM - FIRMENICH,30h 01' 55'',+ 00h 04' 43'',,,7,2023
9,THOMAS PIDCOCK,26,INEOS GRENADIERS,30h 01' 55'',+ 00h 04' 43'',,,7,2023
10,SEPP KUSS,4,JUMBO-VISMA,30h 02' 40'',+ 00h 05' 28'',,,7,2023
11,MIKEL LANDA MEANA,62,BAHRAIN VICTORIOUS,30h 03' 01'',+ 00h 05' 49'',,,7,2023
12,BEN O'CONNOR,91,AG2R CITROEN TEAM,30h 03' 22'',+ 00h 06' 10'',,,7,2023
13,STEFF CRAS,214,TOTALENERGIES,30h 03' 22'',+ 00h 06' 10'',,,7,2023
14,PELLO BILBAO LOPEZ DE ARMENTIA,65,BAHRAIN VICTORIOUS,30h 03' 22'',+ 00h 06' 10'',,,7,2023
15,EMANUEL BUCHMANN,72,BORA - HANSGROHE,30h 03' 44'',+ 00h 06' 32'',,,7,2023
16,LOUIS MEINTJES,114,INTERMARCHÉ - CIRCUS - WANTY,30h 04' 04'',+ 00h 06' 52'',,,7,2023
17,GUILLAUME MARTIN GUYONNET,121,COFIDIS,30h 04' 20'',+ 00h 07' 08'',,,7,2023
18,THIBAUT PINOT,37,GROUPAMA - FDJ,30h 04' 28'',+ 00h 07' 16'',,,7,2023
19,WILCO KELDERMAN,3,JUMBO-VISMA,30h 05' 10'',+ 00h 07' 58'',,,7,2023
20,FELIX GALL,95,AG2R CITROEN TEAM,30h 05' 31'',+ 00h 08' 19'',09',,7,2023
21,SKJELMOSE MATTIAS JENSEN,83,LIDL - TREK,30h 05' 59'',+ 00h 08' 47'',,,7,2023
22,JONATHAN CASTROVIEJO NICOLAS,22,INEOS GRENADIERS,30h 09' 08'',+ 00h 11' 56'',,,7,2023
23,GIULIO CICCONE,81,LIDL - TREK,30h 09' 59'',+ 00h 12' 47'',08',,7,2023
24,VALENTIN MADOUAS,35,GROUPAMA - FDJ,30h 12' 28'',+ 00h 15' 16'',,,7,2023
25,EGAN BERNAL GOMEZ,21,INEOS GRENADIERS,30h 13' 00'',+ 00h 15' 48'',,,7,2023
26,WOUT VAN AERT,6,JUMBO-VISMA,30h 13' 17'',+ 00h 16' 05'',06',,7,2023
27,JULIAN ALAPHILIPPE,51,SOUDAL QUICK-STEP,30h 14' 12'',+ 00h 17' 00'',,,7,2023
28,CHRIS HARPER,165,TEAM JAYCO ALULA,30h 15' 02'',+ 00h 17' 50'',,,7,2023
29,RUBEN ALMEIDA GUERREIRO,132,MOVISTAR TEAM,30h 18' 47'',+ 00h 21' 35'',,,7,2023
30,RAFAL MAJKA,16,UAE TEAM EMIRATES,30h 18' 57'',+ 00h 21' 45'',,,7,2023
31,TOBIAS HALLAND JOHANNESSEN,204,UNO-X PRO CYCLING TEAM,30h 21' 33'',+ 00h 24' 21'',04',,7,2023
32,MICHAEL WOODS,151,ISRAEL - PREMIER TECH,30h 21' 44'',+ 00h 24' 32'',,,7,2023
33,HAROLD ALFONSO TEJADA CANACUE,198,ASTANA QAZAQSTAN TEAM,30h 22' 15'',+ 00h 25' 03'',,,7,2023
34,CLÉMENT BERTHET,92,AG2R CITROEN TEAM,30h 22' 17'',+ 00h 25' 05'',,,7,2023
35,JUAN PEDRO LOPEZ PEREZ,85,LIDL - TREK,30h 25' 26'',+ 00h 28' 14'',,,7,2023
36,BOB JUNGELS,74,BORA - HANSGROHE,30h 26' 05'',+ 00h 28' 53'',,,7,2023
37,JACK HAIG,66,BAHRAIN VICTORIOUS,30h 27' 33'',+ 00h 30' 21'',,,7,2023
38,TIESJ BENOOT,2,JUMBO-VISMA,30h 27' 50'',+ 00h 30' 38'',,,7,2023
39,DYLAN TEUNS,158,ISRAEL - PREMIER TECH,30h 29' 00'',+ 00h 31' 48'',,,7,2023
40,WARREN BARGUIL,171,TEAM ARKEA - SAMSIC,30h 29' 37'',+ 00h 32' 25'',,,7,2023
41,FELIX GROSSSCHARTNER,14,UAE TEAM EMIRATES,30h 31' 31'',+ 00h 34' 19'',,,7,2023
42,GORKA IZAGIRRE INSAUSTI,134,MOVISTAR TEAM,30h 31' 49'',+ 00h 34' 37'',,,7,2023
43,AURÉLIEN PARET PEINTRE,97,AG2R CITROEN TEAM,30h 33' 22'',+ 00h 36' 10'',,,7,2023
44,MICHAL KWIATKOWSKI,24,INEOS GRENADIERS,30h 33' 26'',+ 00h 36' 14'',,,7,2023
45,CHRISTOPHER HAMILTON,146,TEAM DSM - FIRMENICH,30h 38' 38'',+ 00h 41' 26'',,,7,2023
46,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,30h 38' 44'',+ 00h 41' 32'',,,7,2023
47,CLÉMENT CHAMPOUSSIN,173,TEAM ARKEA - SAMSIC,30h 38' 49'',+ 00h 41' 37'',,,7,2023
48,MATTHEW DINHAM,143,TEAM DSM - FIRMENICH,30h 38' 52'',+ 00h 41' 40'',,,7,2023
49,DANIEL FELIPE MARTINEZ POVEDA,25,INEOS GRENADIERS,30h 38' 52'',+ 00h 41' 40'',,,7,2023
50,DAVID DE LA CRUZ MELGAREJO,193,ASTANA QAZAQSTAN TEAM,30h 40' 30'',+ 00h 43' 18'',,,7,2023
51,KÉVIN GENIETS,32,GROUPAMA - FDJ,30h 40' 37'',+ 00h 43' 25'',,,7,2023
52,TONY GALLOPIN,82,LIDL - TREK,30h 40' 42'',+ 00h 43' 30'',,,7,2023
53,ANTONIO PEDRERO,138,MOVISTAR TEAM,30h 40' 50'',+ 00h 43' 38'',,,7,2023
54,ION IZAGIRRE INSAUSTI,124,COFIDIS,30h 41' 57'',+ 00h 44' 45'',,,7,2023
55,MATIS LOUVEL,176,TEAM ARKEA - SAMSIC,30h 42' 22'',+ 00h 45' 10'',,,7,2023
56,MATHIEU BURGAUDEAU,213,TOTALENERGIES,30h 42' 24'',+ 00h 45' 12'',,,7,2023
57,GREGOR MÜHLBERGER,136,MOVISTAR TEAM,30h 44' 08'',+ 00h 46' 56'',,,7,2023
58,MATTEO JORGENSON,135,MOVISTAR TEAM,30h 45' 46'',+ 00h 48' 34'',,,7,2023
59,NICHOLAS SCHULTZ,156,ISRAEL - PREMIER TECH,30h 46' 27'',+ 00h 49' 15'',,,7,2023
60,WOUT POELS,68,BAHRAIN VICTORIOUS,30h 46' 40'',+ 00h 49' 28'',,,7,2023
61,JAMES SHAW,47,EF EDUCATION - EASYPOST,30h 47' 01'',+ 00h 49' 49'',,,7,2023
62,LILIAN CALMEJANE,112,INTERMARCHÉ - CIRCUS - WANTY,30h 47' 43'',+ 00h 50' 31'',,,7,2023
63,OMAR FRAILE MATARRANZ,23,INEOS GRENADIERS,30h 48' 52'',+ 00h 51' 40'',,,7,2023
64,DYLAN VAN BAARLE,7,JUMBO-VISMA,30h 48' 56'',+ 00h 51' 44'',,,7,2023
65,HUGO HOULE,154,ISRAEL - PREMIER TECH,30h 49' 27'',+ 00h 52' 15'',,,7,2023
66,ALEX ARANBURU DEBA,133,MOVISTAR TEAM,30h 50' 23'',+ 00h 53' 11'',,,7,2023
67,JHOAN ESTEBAN CHAVES RUBIO,44,EF EDUCATION - EASYPOST,30h 50' 33'',+ 00h 53' 21'',,,7,2023
68,STEFAN KÜNG,33,GROUPAMA - FDJ,30h 50' 48'',+ 00h 53' 36'',,,7,2023
69,KRISTS NEILANDS,155,ISRAEL - PREMIER TECH,30h 52' 41'',+ 00h 55' 29'',,,7,2023
70,ALBERTO BETTIOL,43,EF EDUCATION - EASYPOST,30h 52' 42'',+ 00h 55' 30'',,,7,2023
71,GREGAARD JONAS WILSLY,208,UNO-X PRO CYCLING TEAM,30h 53' 33'',+ 00h 56' 21'',,,7,2023
72,QUENTIN PACHER,36,GROUPAMA - FDJ,30h 54' 09'',+ 00h 56' 57'',,,7,2023
73,GEORG ZIMMERMANN,118,INTERMARCHÉ - CIRCUS - WANTY,30h 54' 10'',+ 00h 56' 58'',,,7,2023
74,NELSON OLIVEIRA,137,MOVISTAR TEAM,30h 54' 28'',+ 00h 57' 16'',,,7,2023
75,ANTHONY PEREZ,126,COFIDIS,30h 55' 30'',+ 00h 58' 18'',,,7,2023
76,SIMON GESCHKE,123,COFIDIS,30h 55' 57'',+ 00h 58' 45'',,,7,2023
77,VICTOR CAMPENAERTS,182,LOTTO DSTNY,30h 56' 37'',+ 00h 59' 25'',,,7,2023
78,ANTHONY DELAPLACE,174,TEAM ARKEA - SAMSIC,30h 57' 01'',+ 00h 59' 49'',,,7,2023
79,VICTOR LAFAY,125,COFIDIS,30h 57' 29'',+ 01h 00' 17'',10',,7,2023
80,ALEXEY LUTSENKO,195,ASTANA QAZAQSTAN TEAM,30h 58' 35'',+ 01h 01' 23'',,,7,2023
81,G LAWSON CRADDOCK,162,TEAM JAYCO ALULA,30h 58' 46'',+ 01h 01' 34'',,,7,2023
82,MAXIM VAN GILS,187,LOTTO DSTNY,30h 59' 09'',+ 01h 01' 57'',,,7,2023
83,RUI COSTA,113,INTERMARCHÉ - CIRCUS - WANTY,30h 59' 32'',+ 01h 02' 20'',,,7,2023
84,CORBIN STRONG,157,ISRAEL - PREMIER TECH,30h 59' 57'',+ 01h 02' 45'',,,7,2023
85,LARS VAN DEN BERG,38,GROUPAMA - FDJ,31h 00' 03'',+ 01h 02' 51'',,,7,2023
86,NATHAN VAN HOOYDONCK,8,JUMBO-VISMA,31h 01' 30'',+ 01h 04' 18'',,,7,2023
87,MATHIEU VAN DER POEL,101,ALPECIN-DECEUNINCK,31h 01' 37'',+ 01h 04' 25'',,,7,2023
88,PATRICK KONRAD,75,BORA - HANSGROHE,31h 02' 28'',+ 01h 05' 16'',,,7,2023
89,RIGOBERTO URAN,48,EF EDUCATION - EASYPOST,31h 02' 31'',+ 01h 05' 19'',,,7,2023
90,OLIVER NAESEN,96,AG2R CITROEN TEAM,31h 05' 14'',+ 01h 08' 02'',,,7,2023
91,MARC SOLER,17,UAE TEAM EMIRATES,31h 07' 10'',+ 01h 09' 58'',,,7,2023
92,EDVALD BOASSON-HAGEN,212,TOTALENERGIES,31h 08' 12'',+ 01h 11' 00'',,,7,2023
93,QUINTEN HERMANS,104,ALPECIN-DECEUNINCK,31h 08' 58'',+ 01h 11' 46'',,,7,2023
94,VALENTIN FERRON,215,TOTALENERGIES,31h 09' 38'',+ 01h 12' 26'',,,7,2023
95,PASCAL EENKHOORN,184,LOTTO DSTNY,31h 09' 45'',+ 01h 12' 33'',,,7,2023
96,MATEJ MOHORIC,67,BAHRAIN VICTORIOUS,31h 10' 22'',+ 01h 13' 10'',,,7,2023
97,ANTHON CHARMIG,203,UNO-X PRO CYCLING TEAM,31h 12' 11'',+ 01h 14' 59'',,,7,2023
98,STAN DEWULF,94,AG2R CITROEN TEAM,31h 12' 23'',+ 01h 15' 11'',,,7,2023
99,MARCO HALLER,73,BORA - HANSGROHE,31h 12' 57'',+ 01h 15' 45'',,,7,2023
100,KEVIN VERMAERKE,147,TEAM DSM - FIRMENICH,31h 13' 11'',+ 01h 15' 59'',,,7,2023
101,MADS PEDERSEN,86,LIDL - TREK,31h 13' 40'',+ 01h 16' 28'',,,7,2023
102,JASPER PHILIPSEN,106,ALPECIN-DECEUNINCK,31h 13' 58'',+ 01h 16' 46'',30',,7,2023
103,JASPER STUYVEN,88,LIDL - TREK,31h 13' 58'',+ 01h 16' 46'',,,7,2023
104,SIMON CLARKE,153,ISRAEL - PREMIER TECH,31h 14' 02'',+ 01h 16' 50'',,,7,2023
105,KASPER ASGREEN,52,SOUDAL QUICK-STEP,31h 14' 10'',+ 01h 16' 58'',,,7,2023
106,PIERRE LATOUR,216,TOTALENERGIES,31h 15' 18'',+ 01h 18' 06'',,,7,2023
107,NILS POLITT,77,BORA - HANSGROHE,31h 15' 35'',+ 01h 18' 23'',,,7,2023
108,NANS PETERS,98,AG2R CITROEN TEAM,31h 15' 57'',+ 01h 18' 45'',,,7,2023
109,BINIAM GIRMAY,111,INTERMARCHÉ - CIRCUS - WANTY,31h 16' 58'',+ 01h 19' 46'',04',,7,2023
110,DANIEL OSS,217,TOTALENERGIES,31h 17' 21'',+ 01h 20' 09'',,,7,2023
111,NIKIAS ARNDT,63,BAHRAIN VICTORIOUS,31h 17' 32'',+ 01h 20' 20'',,,7,2023
112,JONAS ABRAHAMSEN,202,UNO-X PRO CYCLING TEAM,31h 17' 39'',+ 01h 20' 27'',,,7,2023
113,ANTHONY TURGIS,218,TOTALENERGIES,31h 17' 48'',+ 01h 20' 36'',,,7,2023
114,CHRISTOPHE LAPORTE,5,JUMBO-VISMA,31h 18' 34'',+ 01h 21' 22'',,,7,2023
115,FRED WRIGHT,69,BAHRAIN VICTORIOUS,31h 18' 48'',+ 01h 21' 36'',,,7,2023
116,JUUL CHRISTOPHER JENSEN,166,TEAM JAYCO ALULA,31h 18' 48'',+ 01h 21' 36'',,,7,2023
117,BEN TURNER,28,INEOS GRENADIERS,31h 18' 58'',+ 01h 21' 46'',,,7,2023
118,MAGNUS CORT NIELSEN,45,EF EDUCATION - EASYPOST,31h 19' 19'',+ 01h 22' 07'',,,7,2023
119,MIKE TEUNISSEN,117,INTERMARCHÉ - CIRCUS - WANTY,31h 19' 38'',+ 01h 22' 26'',,,7,2023
120,BRYAN COQUARD,122,COFIDIS,31h 19' 57'',+ 01h 22' 45'',,,7,2023
121,ALEX KIRSCH,84,LIDL - TREK,31h 19' 59'',+ 01h 22' 47'',,,7,2023
122,MICHAEL GOGL,103,ALPECIN-DECEUNINCK,31h 20' 37'',+ 01h 23' 25'',,,7,2023
123,SIMON GUGLIELMI,175,TEAM ARKEA - SAMSIC,31h 22' 21'',+ 01h 25' 09'',,,7,2023
124,GUILLAUME BOIVIN,152,ISRAEL - PREMIER TECH,31h 22' 27'',+ 01h 25' 15'',,,7,2023
125,VEGARD STAKE LAENGEN,15,UAE TEAM EMIRATES,31h 22' 40'',+ 01h 25' 28'',,,7,2023
126,SILVAN DILLIER,102,ALPECIN-DECEUNINCK,31h 22' 41'',+ 01h 25' 29'',,,7,2023
127,JONAS RICKAERT,107,ALPECIN-DECEUNINCK,31h 23' 38'',+ 01h 26' 26'',,,7,2023
128,SØREN KRAGH ANDERSEN,105,ALPECIN-DECEUNINCK,31h 23' 38'',+ 01h 26' 26'',,,7,2023
129,DANNY VAN POPPEL,78,BORA - HANSGROHE,31h 23' 51'',+ 01h 26' 39'',,,7,2023
130,JENTHE BIERMANS,172,TEAM ARKEA - SAMSIC,31h 24' 15'',+ 01h 27' 03'',,,7,2023
131,DION SMITH,116,INTERMARCHÉ - CIRCUS - WANTY,31h 24' 30'',+ 01h 27' 18'',,,7,2023
132,FLORIAN VERMEERSCH,188,LOTTO DSTNY,31h 24' 48'',+ 01h 27' 36'',,,7,2023
133,RASMUS TILLER,205,UNO-X PRO CYCLING TEAM,31h 25' 05'',+ 01h 27' 53'',,,7,2023
134,ANDREY AMADOR,42,EF EDUCATION - EASYPOST,31h 25' 09'',+ 01h 27' 57'',,,7,2023
135,TORSTEIN TRÆEN,206,UNO-X PRO CYCLING TEAM,31h 25' 13'',+ 01h 28' 01'',,,7,2023
136,PETER SAGAN,211,TOTALENERGIES,31h 25' 20'',+ 01h 28' 08'',,,7,2023
137,LUKA MEZGEC,167,TEAM JAYCO ALULA,31h 25' 46'',+ 01h 28' 34'',,,7,2023
138,BENOIT COSNEFROY,93,AG2R CITROEN TEAM,31h 26' 04'',+ 01h 28' 52'',,,7,2023
139,DRIES DEVENYNS,55,SOUDAL QUICK-STEP,31h 27' 08'',+ 01h 29' 56'',,,7,2023
140,MATTEO TRENTIN,18,UAE TEAM EMIRATES,31h 28' 23'',+ 01h 31' 11'',,,7,2023
141,RÉMI CAVAGNA,53,SOUDAL QUICK-STEP,31h 28' 31'',+ 01h 31' 19'',,,7,2023
142,ADRIEN PETIT,115,INTERMARCHÉ - CIRCUS - WANTY,31h 28' 45'',+ 01h 31' 33'',,,7,2023
143,NILS EEKHOFF,145,TEAM DSM - FIRMENICH,31h 28' 54'',+ 01h 31' 42'',,,7,2023
144,ELMAR REINDERS,168,TEAM JAYCO ALULA,31h 30' 51'',+ 01h 33' 39'',,,7,2023
145,ALEXANDER KRISTOFF,201,UNO-X PRO CYCLING TEAM,31h 31' 02'',+ 01h 33' 50'',,,7,2023
146,SAM WELSFORD,148,TEAM DSM - FIRMENICH,31h 31' 15'',+ 01h 34' 03'',,,7,2023
147,CALEB EWAN,181,LOTTO DSTNY,31h 31' 20'',+ 01h 34' 08'',10',,7,2023
148,SØREN WÆRENSKJOLD,207,UNO-X PRO CYCLING TEAM,31h 31' 21'',+ 01h 34' 09'',,,7,2023
149,AXEL ZINGLE,128,COFIDIS,31h 31' 32'',+ 01h 34' 20'',,,7,2023
150,DYLAN GROENEWEGEN,164,TEAM JAYCO ALULA,31h 31' 38'',+ 01h 34' 26'',,,7,2023
151,LUCA MOZZATO,177,TEAM ARKEA - SAMSIC,31h 31' 50'',+ 01h 34' 38'',,,7,2023
152,JORDI MEEUS,76,BORA - HANSGROHE,31h 32' 05'',+ 01h 34' 53'',,,7,2023
153,MIKKEL BJERG,12,UAE TEAM EMIRATES,31h 32' 20'',+ 01h 35' 08'',,,7,2023
154,ALEXANDER EDMONDSON,144,TEAM DSM - FIRMENICH,31h 32' 53'',+ 01h 35' 41'',,,7,2023
155,OLIVIER LE GAC,34,GROUPAMA - FDJ,31h 32' 53'',+ 01h 35' 41'',,,7,2023
156,JOHN DEGENKOLB,142,TEAM DSM - FIRMENICH,31h 34' 09'',+ 01h 36' 57'',,,7,2023
157,RAMON SINKELDAM,108,ALPECIN-DECEUNINCK,31h 34' 14'',+ 01h 37' 02'',,,7,2023
158,QUINN SIMMONS,87,LIDL - TREK,31h 34' 18'',+ 01h 37' 06'',,,7,2023
159,LAURENT PICHON,178,TEAM ARKEA - SAMSIC,31h 35' 54'',+ 01h 38' 42'',,,7,2023
160,FREDERIK FRISON,185,LOTTO DSTNY,31h 36' 01'',+ 01h 38' 49'',,,7,2023
161,LUKE DURBRIDGE,163,TEAM JAYCO ALULA,31h 36' 12'',+ 01h 39' 00'',,,7,2023
162,ALEXIS RENARD,127,COFIDIS,31h 36' 32'',+ 01h 39' 20'',,,7,2023
163,YVES LAMPAERT,57,SOUDAL QUICK-STEP,31h 40' 50'',+ 01h 43' 38'',,,7,2023
164,FABIO JAKOBSEN,56,SOUDAL QUICK-STEP,31h 40' 59'',+ 01h 43' 47'',,,7,2023
165,TIM DECLERCQ,54,SOUDAL QUICK-STEP,31h 41' 20'',+ 01h 44' 08'',,,7,2023
166,MICHAEL MØRKØV,58,SOUDAL QUICK-STEP,31h 41' 44'',+ 01h 44' 32'',,,7,2023
167,PHIL BAUHAUS,64,BAHRAIN VICTORIOUS,31h 42' 17'',+ 01h 45' 05'',10',00' 30'',7,2023
168,JASPER DE BUYST,183,LOTTO DSTNY,31h 45' 32'',+ 01h 48' 20'',,,7,2023
169,MARK CAVENDISH,191,ASTANA QAZAQSTAN TEAM,31h 47' 38'',+ 01h 50' 26'',06',,7,2023
170,CEES BOL,192,ASTANA QAZAQSTAN TEAM,31h 47' 44'',+ 01h 50' 32'',,,7,2023
171,GIANNI MOSCON,196,ASTANA QAZAQSTAN TEAM,31h 49' 16'',+ 01h 52' 04'',,,7,2023
172,YEVGENIY FEDOROV,194,ASTANA QAZAQSTAN TEAM,31h 56' 04'',+ 01h 58' 52'',,,7,2023
1,JONAS VINGEGAARD,1,JUMBO-VISMA,34h 09' 38'',-,11',,8,2023
2,TADEJ POGAČAR,11,UAE TEAM EMIRATES,34h 10' 03'',+ 00h 00' 25'',26',,8,2023
3,JAI HINDLEY,71,BORA - HANSGROHE,34h 11' 12'',+ 00h 01' 34'',18',,8,2023
4,CARLOS RODRIGUEZ CANO,27,INEOS GRENADIERS,34h 13' 08'',+ 00h 03' 30'',,,8,2023
5,ADAM YATES,19,UAE TEAM EMIRATES,34h 13' 18'',+ 00h 03' 40'',10',,8,2023
6,SIMON YATES,161,TEAM JAYCO ALULA,34h 13' 39'',+ 00h 04' 01'',08',,8,2023
7,DAVID GAUDU,31,GROUPAMA - FDJ,34h 13' 41'',+ 00h 04' 03'',,,8,2023
8,ROMAIN BARDET,141,TEAM DSM - FIRMENICH,34h 14' 21'',+ 00h 04' 43'',,,8,2023
9,THOMAS PIDCOCK,26,INEOS GRENADIERS,34h 14' 21'',+ 00h 04' 43'',,,8,2023
10,SEPP KUSS,4,JUMBO-VISMA,34h 15' 06'',+ 00h 05' 28'',,,8,2023
11,BEN O'CONNOR,91,AG2R CITROEN TEAM,34h 15' 48'',+ 00h 06' 10'',,,8,2023
12,PELLO BILBAO LOPEZ DE ARMENTIA,65,BAHRAIN VICTORIOUS,34h 15' 48'',+ 00h 06' 10'',,,8,2023
13,EMANUEL BUCHMANN,72,BORA - HANSGROHE,34h 16' 10'',+ 00h 06' 32'',,,8,2023
