Rank,Rider,Rider No.,Team,Points,Unnamed: 5,Stages,Year,Times,B,P,Segment
4,JONAS VINGEGAARD,18,JUMBO - VISMA,20 PTS,,11,2021,,,,Mont Ventoux (1 910 m) 2nd passage - Point Bonus - 176.9 km
5,TADEJ POGAČAR,1,UAE TEAM EMIRATES,16 PTS,,11,2021,,,,Mont Ventoux (1 910 m) 2nd passage - Point Bonus - 176.9 km
6,RIGOBERTO URAN,111,EF EDUCATION - NIPPO,12 PTS,,11,2021,,,,Mont Ventoux (1 910 m) 2nd passage - Point Bonus - 176.9 km
7,RICHARD CARAPAZ,22,INEOS GRENADIERS,8 PTS,,11,2021,,,,Mont Ventoux (1 910 m) 2nd passage - Point Bonus - 176.9 km
8,ALEXEY LUTSENKO,188,ASTANA - PREMIER TECH,4 PTS,,11,2021,,,,Mont Ventoux (1 910 m) 2nd passage - Point Bonus - 176.9 km
1,NILS POLITT,76,BORA - HANSGROHE,2 PTS,,12,2021,,,,Côte du belvédère de Tharaux - 83.7 km
2,STEFAN KÜNG,86,GROUPAMA - FDJ,1 PTS,,12,2021,,,,Côte du belvédère de Tharaux - 83.7 km
1,PIERRE LATOUR,201,TOTALENERGIES,1 PTS,,13,2021,,,,Côte du Pic Saint-Loup - 51.5 km
1,KRISTIAN SBARAGLI,107,ALPECIN - FENIX,2 PTS,,14,2021,,,,Col du Bac - 50.9 km
2,TOMS SKUJINS,46,TREK - SEGAFREDO,1 PTS,,14,2021,,,,Col du Bac - 50.9 km
1,WOUT POELS,166,BAHRAIN VICTORIOUS,5 PTS,,14,2021,,,,Col de Montségur (1 059 m) - 89 km
2,MICHAEL WOODS,37,ISRAEL START-UP NATION,3 PTS,,14,2021,,,,Col de Montségur (1 059 m) - 89 km
3,MATTIA CATTANEO,54,DECEUNINCK - QUICK - STEP,2 PTS,,14,2021,,,,Col de Montségur (1 059 m) - 89 km
4,JHOAN ESTEBAN CHAVES RUBIO,172,TEAM BIKEEXCHANGE,1 PTS,,14,2021,,,,Col de Montségur (1 059 m) - 89 km
1,MICHAEL WOODS,37,ISRAEL START-UP NATION,5 PTS,,14,2021,,,,Col de la Croix des Morts (898 m) - 110.3 km
2,WOUT POELS,166,BAHRAIN VICTORIOUS,3 PTS,,14,2021,,,,Col de la Croix des Morts (898 m) - 110.3 km
3,MATTIA CATTANEO,54,DECEUNINCK - QUICK - STEP,2 PTS,,14,2021,,,,Col de la Croix des Morts (898 m) - 110.3 km
4,GUILLAUME MARTIN GUYONNET,91,COFIDIS,1 PTS,,14,2021,,,,Col de la Croix des Morts (898 m) - 110.3 km
1,WOUT POELS,166,BAHRAIN VICTORIOUS,2 PTS,,14,2021,,,,Côte de Galinagues - 126.3 km
2,MICHAEL WOODS,37,ISRAEL START-UP NATION,1 PTS,,14,2021,,,,Côte de Galinagues - 126.3 km
1,BAUKE MOLLEMA,44,TREK - SEGAFREDO,5 PTS,,14,2021,,,,Col de Saint-Louis (706 m) - Point Bonus - 166.8 km
2,MICHAEL WOODS,37,ISRAEL START-UP NATION,3 PTS,,14,2021,,,,Col de Saint-Louis (706 m) - Point Bonus - 166.8 km
3,SERGIO ANDRES HIGUITA GARCIA,114,EF EDUCATION - NIPPO,2 PTS,,14,2021,,,,Col de Saint-Louis (706 m) - Point Bonus - 166.8 km
4,PATRICK KONRAD,74,BORA - HANSGROHE,1 PTS,,14,2021,,,,Col de Saint-Louis (706 m) - Point Bonus - 166.8 km
1,WOUT POELS,166,BAHRAIN VICTORIOUS,10 PTS,,15,2021,,,,Montée de Mont-Louis (1 560 m) - 86.3 km
2,WOUT VAN AERT,12,JUMBO - VISMA,8 PTS,,15,2021,,,,Montée de Mont-Louis (1 560 m) - 86.3 km
3,MICHAEL WOODS,37,ISRAEL START-UP NATION,6 PTS,,15,2021,,,,Montée de Mont-Louis (1 560 m) - 86.3 km
4,THOMAS DE GENDT,153,LOTTO SOUDAL,4 PTS,,15,2021,,,,Montée de Mont-Louis (1 560 m) - 86.3 km
5,VALENTIN MADOUAS,87,GROUPAMA - FDJ,2 PTS,,15,2021,,,,Montée de Mont-Louis (1 560 m) - 86.3 km
6,DAVID GAUDU,81,GROUPAMA - FDJ,1 PTS,,15,2021,,,,Montée de Mont-Louis (1 560 m) - 86.3 km
1,WOUT VAN AERT,12,JUMBO - VISMA,5 PTS,,15,2021,,,,Col de Puymorens (1 915 m) - 133.1 km
2,WOUT POELS,166,BAHRAIN VICTORIOUS,3 PTS,,15,2021,,,,Col de Puymorens (1 915 m) - 133.1 km
3,MICHAEL WOODS,37,ISRAEL START-UP NATION,2 PTS,,15,2021,,,,Col de Puymorens (1 915 m) - 133.1 km
4,ALEJANDRO VALVERDE,67,MOVISTAR TEAM,1 PTS,,15,2021,,,,Col de Puymorens (1 915 m) - 133.1 km
1,NAIRO QUINTANA,136,TEAM ARKEA - SAMSIC,10 PTS,,15,2021,,,,Port d'Envalira (2 408 m) - Souvenir Henri Desgrange - 146.7 km
2,WOUT VAN AERT,12,JUMBO - VISMA,8 PTS,,15,2021,,,,Port d'Envalira (2 408 m) - Souvenir Henri Desgrange - 146.7 km
3,WOUT POELS,166,BAHRAIN VICTORIOUS,6 PTS,,15,2021,,,,Port d'Envalira (2 408 m) - Souvenir Henri Desgrange - 146.7 km
4,MICHAEL WOODS,37,ISRAEL START-UP NATION,4 PTS,,15,2021,,,,Port d'Envalira (2 408 m) - Souvenir Henri Desgrange - 146.7 km
5,ALEJANDRO VALVERDE,67,MOVISTAR TEAM,2 PTS,,15,2021,,,,Port d'Envalira (2 408 m) - Souvenir Henri Desgrange - 146.7 km
6,DAVID GAUDU,81,GROUPAMA - FDJ,1 PTS,,15,2021,,,,Port d'Envalira (2 408 m) - Souvenir Henri Desgrange - 146.7 km
1,SEPP KUSS,15,JUMBO - VISMA,10 PTS,,15,2021,,,,Col de Beixalis (1 796 m) (CS210-CS310) - Point Bonus - 176.5 km
2,ALEJANDRO VALVERDE,67,MOVISTAR TEAM,8 PTS,,15,2021,,,,Col de Beixalis (1 796 m) (CS210-CS310) - Point Bonus - 176.5 km
3,WOUT POELS,166,BAHRAIN VICTORIOUS,6 PTS,,15,2021,,,,Col de Beixalis (1 796 m) (CS210-CS310) - Point Bonus - 176.5 km
4,NAIRO QUINTANA,136,TEAM ARKEA - SAMSIC,4 PTS,,15,2021,,,,Col de Beixalis (1 796 m) (CS210-CS310) - Point Bonus - 176.5 km
5,RUBEN ALMEIDA GUERREIRO,113,EF EDUCATION - NIPPO,2 PTS,,15,2021,,,,Col de Beixalis (1 796 m) (CS210-CS310) - Point Bonus - 176.5 km
6,ION IZAGIRRE INSAUSTI,187,ASTANA - PREMIER TECH,1 PTS,,15,2021,,,,Col de Beixalis (1 796 m) (CS210-CS310) - Point Bonus - 176.5 km
1,MATTIA CATTANEO,54,DECEUNINCK - QUICK - STEP,5 PTS,,16,2021,,,,Col de Port (1 249 m) - 54 km
2,KASPER ASGREEN,52,DECEUNINCK - QUICK - STEP,3 PTS,,16,2021,,,,Col de Port (1 249 m) - 54 km
3,MICHAL KWIATKOWSKI,25,INEOS GRENADIERS,2 PTS,,16,2021,,,,Col de Port (1 249 m) - 54 km
4,JUUL CHRISTOPHER JENSEN,176,TEAM BIKEEXCHANGE,1 PTS,,16,2021,,,,Col de Port (1 249 m) - 54 km
1,PATRICK KONRAD,74,BORA - HANSGROHE,10 PTS,,16,2021,,,,Col de la Core (1 395 m) - 101.1 km
2,JAN BAKELANTS,212,INTERMARCHE - WANTY - GOBERT MATERIAUX,8 PTS,,16,2021,,,,Col de la Core (1 395 m) - 101.1 km
3,FABIEN DOUBEY,205,TOTALENERGIES,6 PTS,,16,2021,,,,Col de la Core (1 395 m) - 101.1 km
4,SONNY COLBRELLI,163,BAHRAIN VICTORIOUS,4 PTS,,16,2021,,,,Col de la Core (1 395 m) - 101.1 km
5,FRANCK BONNAMOUR,223,B&B HOTELS P/B KTM,2 PTS,,16,2021,,,,Col de la Core (1 395 m) - 101.1 km
6,DAVID GAUDU,81,GROUPAMA - FDJ,1 PTS,,16,2021,,,,Col de la Core (1 395 m) - 101.1 km
1,PATRICK KONRAD,74,BORA - HANSGROHE,5 PTS,,16,2021,,,,Col de Portet-d'Aspet (1 069 m) - 136.5 km
2,DAVID GAUDU,81,GROUPAMA - FDJ,3 PTS,,16,2021,,,,Col de Portet-d'Aspet (1 069 m) - 136.5 km
3,SONNY COLBRELLI,163,BAHRAIN VICTORIOUS,2 PTS,,16,2021,,,,Col de Portet-d'Aspet (1 069 m) - 136.5 km
4,MICHAEL MATTHEWS,171,TEAM BIKEEXCHANGE,1 PTS,,16,2021,,,,Col de Portet-d'Aspet (1 069 m) - 136.5 km
1,PATRICK KONRAD,74,BORA - HANSGROHE,1 PTS,,16,2021,,,,Côte d'Aspret-Sarrat - 162 km
1,ANTHONY TURGIS,208,TOTALENERGIES,10 PTS,,17,2021,,,,Col de Peyresourde (1 569 m) - 129.1 km
2,ANTHONY PEREZ,96,COFIDIS,8 PTS,,17,2021,,,,Col de Peyresourde (1 569 m) - 129.1 km
3,DORIAN GODON,122,AG2R CITROEN TEAM,6 PTS,,17,2021,,,,Col de Peyresourde (1 569 m) - 129.1 km
4,MAXIME CHEVALIER,224,B&B HOTELS P/B KTM,4 PTS,,17,2021,,,,Col de Peyresourde (1 569 m) - 129.1 km
5,LUKAS PÖSTLBERGER,77,BORA - HANSGROHE,2 PTS,,17,2021,,,,Col de Peyresourde (1 569 m) - 129.1 km
6,DANNY VAN POPPEL,216,INTERMARCHE - WANTY - GOBERT MATERIAUX,1 PTS,,17,2021,,,,Col de Peyresourde (1 569 m) - 129.1 km
1,ANTHONY PEREZ,96,COFIDIS,10 PTS,,17,2021,,,,Col de Val Louron-Azet (1 580 m) - 149.5 km
2,DORIAN GODON,122,AG2R CITROEN TEAM,8 PTS,,17,2021,,,,Col de Val Louron-Azet (1 580 m) - 149.5 km
3,ANTHONY TURGIS,208,TOTALENERGIES,6 PTS,,17,2021,,,,Col de Val Louron-Azet (1 580 m) - 149.5 km
4,WOUT POELS,166,BAHRAIN VICTORIOUS,4 PTS,,17,2021,,,,Col de Val Louron-Azet (1 580 m) - 149.5 km
5,NAIRO QUINTANA,136,TEAM ARKEA - SAMSIC,2 PTS,,17,2021,,,,Col de Val Louron-Azet (1 580 m) - 149.5 km
6,TADEJ POGAČAR,1,UAE TEAM EMIRATES,1 PTS,,17,2021,,,,Col de Val Louron-Azet (1 580 m) - 149.5 km
1,TADEJ POGAČAR,1,UAE TEAM EMIRATES,40 PTS,,17,2021,,,,Saint-Lary-Soulan Col du Portet - 178.4 km
2,JONAS VINGEGAARD,18,JUMBO - VISMA,30 PTS,,17,2021,,,,Saint-Lary-Soulan Col du Portet - 178.4 km
3,RICHARD CARAPAZ,22,INEOS GRENADIERS,24 PTS,,17,2021,,,,Saint-Lary-Soulan Col du Portet - 178.4 km
4,DAVID GAUDU,81,GROUPAMA - FDJ,20 PTS,,17,2021,,,,Saint-Lary-Soulan Col du Portet - 178.4 km
5,BEN O'CONNOR,124,AG2R CITROEN TEAM,16 PTS,,17,2021,,,,Saint-Lary-Soulan Col du Portet - 178.4 km
6,WILCO KELDERMAN,73,BORA - HANSGROHE,12 PTS,,17,2021,,,,Saint-Lary-Soulan Col du Portet - 178.4 km
7,PELLO BILBAO LOPEZ DE ARMENTIA,162,BAHRAIN VICTORIOUS,8 PTS,,17,2021,,,,Saint-Lary-Soulan Col du Portet - 178.4 km
8,SERGIO ANDRES HIGUITA GARCIA,114,EF EDUCATION - NIPPO,4 PTS,,17,2021,,,,Saint-Lary-Soulan Col du Portet - 178.4 km
1,JUUL CHRISTOPHER JENSEN,176,TEAM BIKEEXCHANGE,1 PTS,,18,2021,,,,Côte de Notre-Dame de Piétat - 10.6 km
1,JULIAN ALAPHILIPPE,51,DECEUNINCK - QUICK - STEP,1 PTS,,18,2021,,,,Côte de Loucrup - 54.6 km
1,PIERRE LATOUR,201,TOTALENERGIES,20 PTS,,18,2021,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 94.1 km
2,DAVID GAUDU,81,GROUPAMA - FDJ,15 PTS,,18,2021,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 94.1 km
3,RUBEN ALMEIDA GUERREIRO,113,EF EDUCATION - NIPPO,12 PTS,,18,2021,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 94.1 km
4,WOUT POELS,166,BAHRAIN VICTORIOUS,10 PTS,,18,2021,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 94.1 km
5,OMAR FRAILE MATARRANZ,184,ASTANA - PREMIER TECH,8 PTS,,18,2021,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 94.1 km
6,MICHAEL WOODS,37,ISRAEL START-UP NATION,6 PTS,,18,2021,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 94.1 km
7,WOUT VAN AERT,12,JUMBO - VISMA,4 PTS,,18,2021,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 94.1 km
8,JONAS VINGEGAARD,18,JUMBO - VISMA,2 PTS,,18,2021,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 94.1 km
1,TADEJ POGAČAR,1,UAE TEAM EMIRATES,40 PTS,,18,2021,,,,Luz Ardiden - 129.7 km
2,JONAS VINGEGAARD,18,JUMBO - VISMA,30 PTS,,18,2021,,,,Luz Ardiden - 129.7 km
3,RICHARD CARAPAZ,22,INEOS GRENADIERS,24 PTS,,18,2021,,,,Luz Ardiden - 129.7 km
4,ENRIC MAS NICOLAU,65,MOVISTAR TEAM,20 PTS,,18,2021,,,,Luz Ardiden - 129.7 km
5,DANIEL MARTIN,36,ISRAEL START-UP NATION,16 PTS,,18,2021,,,,Luz Ardiden - 129.7 km
6,SEPP KUSS,15,JUMBO - VISMA,12 PTS,,18,2021,,,,Luz Ardiden - 129.7 km
7,SERGIO ANDRES HIGUITA GARCIA,114,EF EDUCATION - NIPPO,8 PTS,,18,2021,,,,Luz Ardiden - 129.7 km
8,BEN O'CONNOR,124,AG2R CITROEN TEAM,4 PTS,,18,2021,,,,Luz Ardiden - 129.7 km
1,JONAS RUTSCH,118,EF EDUCATION - NIPPO,1 PTS,,19,2021,,,,Côte de Bareille - 12.1 km
1,MIKKEL BJERG,2,UAE TEAM EMIRATES,1 PTS,,21,2021,,,,Côte des Grès - 7.4 km
1,MAGNUS CORT NIELSEN,146,EF EDUCATION - EASYPOST,1 PTS,,2,2022,,,,Côte d'Asnæs Indelukke - 62 km
1,MAGNUS CORT NIELSEN,146,EF EDUCATION - EASYPOST,1 PTS,,2,2022,,,,Côte d'Høve Stræde - 72.5 km
1,MAGNUS CORT NIELSEN,146,EF EDUCATION - EASYPOST,1 PTS,,2,2022,,,,Côte de Kårup Strandbakke - 84 km
1,MAGNUS CORT NIELSEN,146,EF EDUCATION - EASYPOST,1 PTS,,3,2022,,,,Côte de Koldingvej - 27.3 km
1,MAGNUS CORT NIELSEN,146,EF EDUCATION - EASYPOST,1 PTS,,3,2022,,,,Côte de Hejlsminde Strand - 82.8 km
1,MAGNUS CORT NIELSEN,146,EF EDUCATION - EASYPOST,1 PTS,,3,2022,,,,Côte de Genner Strand - 123.3 km
1,MAGNUS CORT NIELSEN,146,EF EDUCATION - EASYPOST,1 PTS,,4,2022,,,,Côte de Cassel - 30.7 km
1,MAGNUS CORT NIELSEN,146,EF EDUCATION - EASYPOST,1 PTS,,4,2022,,,,Côte de Remilly-Wirquin - 71.8 km
1,MAGNUS CORT NIELSEN,146,EF EDUCATION - EASYPOST,1 PTS,,4,2022,,,,Côte de Nielles-lès-Bléquin - 97.2 km
1,MAGNUS CORT NIELSEN,146,EF EDUCATION - EASYPOST,1 PTS,,4,2022,,,,Côte de Harlettes - 102.7 km
1,MAGNUS CORT NIELSEN,146,EF EDUCATION - EASYPOST,1 PTS,,4,2022,,,,Côte du Ventus - 123.6 km
1,WOUT VAN AERT,16,JUMBO - VISMA,1 PTS,,4,2022,,,,Côte du Cap Blanc-Nez - 160.7 km
1,QUINN SIMMONS,176,TREK - SEGAFREDO,2 PTS,,6,2022,,,,Côte des Mazures - 87.2 km
2,JAKOB FUGLSANG,194,ISRAEL-PREMIER TECH,1 PTS,,6,2022,,,,Côte des Mazures - 87.2 km
1,WOUT VAN AERT,16,JUMBO - VISMA,1 PTS,,6,2022,,,,Côte de Montigny-sur-Chiers - 205 km
1,ALEXIS VUILLERMOZ,188,TOTALENERGIES,2 PTS,,6,2022,,,,Côte de Pulventeux - 214.6 km
2,DAVID GAUDU,91,GROUPAMA - FDJ,1 PTS,,6,2022,,,,Côte de Pulventeux - 214.6 km
1,SIMON GESCHKE,73,COFIDIS,2 PTS,,7,2022,,,,Col de Grosse Pierre - 107.7 km
2,LENNARD KÄMNA,44,BORA - HANSGROHE,1 PTS,,7,2022,,,,Col de Grosse Pierre - 107.7 km
1,SIMON GESCHKE,73,COFIDIS,2 PTS,,7,2022,,,,Col des Croix - 136.1 km
2,DYLAN TEUNS,86,BAHRAIN VICTORIOUS,1 PTS,,7,2022,,,,Col des Croix - 136.1 km
1,TADEJ POGAČAR,1,UAE TEAM EMIRATES,10 PTS,,7,2022,,,,La super Planche des Belles Filles - 176.3 km
2,JONAS VINGEGAARD,18,JUMBO - VISMA,8 PTS,,7,2022,,,,La super Planche des Belles Filles - 176.3 km
3,PRIMOŽ ROGLIČ,11,JUMBO - VISMA,6 PTS,,7,2022,,,,La super Planche des Belles Filles - 176.3 km
4,LENNARD KÄMNA,44,BORA - HANSGROHE,4 PTS,,7,2022,,,,La super Planche des Belles Filles - 176.3 km
5,GERAINT THOMAS,21,INEOS GRENADIERS,2 PTS,,7,2022,,,,La super Planche des Belles Filles - 176.3 km
6,DAVID GAUDU,91,GROUPAMA - FDJ,1 PTS,,7,2022,,,,La super Planche des Belles Filles - 176.3 km
1,FREDERIK FRISON,162,LOTTO SOUDAL,1 PTS,,8,2022,,,,Côte du Maréchet - 75.6 km
1,MATTIA CATTANEO,54,QUICK-STEP ALPHA VINYL TEAM,2 PTS,,8,2022,,,,Côte des Rousses - 101.3 km
2,FREDERIK FRISON,162,LOTTO SOUDAL,1 PTS,,8,2022,,,,Côte des Rousses - 101.3 km
1,MATTIA CATTANEO,54,QUICK-STEP ALPHA VINYL TEAM,1 PTS,,8,2022,,,,Côte de Pétra Félix - 136.9 km
1,WOUT VAN AERT,16,JUMBO - VISMA,2 PTS,,8,2022,,,,Côte du Stade olympique - 186.3 km
2,MICHAEL MATTHEWS,201,TEAM BIKEEXCHANGE-JAYCO,1 PTS,,8,2022,,,,Côte du Stade olympique - 186.3 km
1,JONATHAN CASTROVIEJO NICOLAS,23,INEOS GRENADIERS,1 PTS,,9,2022,,,,Côte de Bellevue - 37.1 km
1,PIERRE LATOUR,185,TOTALENERGIES,5 PTS,,9,2022,,,,Col des Mosses (1 445 m) - 108.5 km
2,SIMON GESCHKE,73,COFIDIS,3 PTS,,9,2022,,,,Col des Mosses (1 445 m) - 108.5 km
3,HUGO HOULE,196,ISRAEL-PREMIER TECH,2 PTS,,9,2022,,,,Col des Mosses (1 445 m) - 108.5 km
4,PATRICK KONRAD,45,BORA - HANSGROHE,1 PTS,,9,2022,,,,Col des Mosses (1 445 m) - 108.5 km
1,SIMON GESCHKE,73,COFIDIS,10 PTS,,9,2022,,,,Col de la Croix (1 778 m) - 131.8 km
2,BOB JUNGELS,36,AG2R CITROEN TEAM,8 PTS,,9,2022,,,,Col de la Croix (1 778 m) - 131.8 km
3,THIBAUT PINOT,97,GROUPAMA - FDJ,6 PTS,,9,2022,,,,Col de la Croix (1 778 m) - 131.8 km
4,HUGO HOULE,196,ISRAEL-PREMIER TECH,4 PTS,,9,2022,,,,Col de la Croix (1 778 m) - 131.8 km
5,PIERRE LATOUR,185,TOTALENERGIES,2 PTS,,9,2022,,,,Col de la Croix (1 778 m) - 131.8 km
6,CARLOS VERONA QUINTANILLA,68,MOVISTAR TEAM,1 PTS,,9,2022,,,,Col de la Croix (1 778 m) - 131.8 km
1,BOB JUNGELS,36,AG2R CITROEN TEAM,10 PTS,,9,2022,,,,Pas de Morgins (1 377 m) - 183.1 km
2,THIBAUT PINOT,97,GROUPAMA - FDJ,8 PTS,,9,2022,,,,Pas de Morgins (1 377 m) - 183.1 km
3,CARLOS VERONA QUINTANILLA,68,MOVISTAR TEAM,6 PTS,,9,2022,,,,Pas de Morgins (1 377 m) - 183.1 km
4,JONATHAN CASTROVIEJO NICOLAS,23,INEOS GRENADIERS,4 PTS,,9,2022,,,,Pas de Morgins (1 377 m) - 183.1 km
5,SIMON GESCHKE,73,COFIDIS,2 PTS,,9,2022,,,,Pas de Morgins (1 377 m) - 183.1 km
6,GEORGE BENNETT,2,UAE TEAM EMIRATES,1 PTS,,9,2022,,,,Pas de Morgins (1 377 m) - 183.1 km
1,PIERRE LATOUR,185,TOTALENERGIES,1 PTS,,10,2022,,,,Côte de Chevenoz - 24.1 km
1,PIERRE ROLLAND,217,B&B HOTELS - KTM,2 PTS,,10,2022,,,,Col de Jambaz - 69.2 km
2,LENNARD KÄMNA,44,BORA - HANSGROHE,1 PTS,,10,2022,,,,Col de Jambaz - 69.2 km
1,PIERRE ROLLAND,217,B&B HOTELS - KTM,1 PTS,,10,2022,,,,Côte de Châtillon-sur-Cluses - 97.3 km
1,LUIS LEON SANCHEZ,85,BAHRAIN VICTORIOUS,5 PTS,,10,2022,,,,Montée de l'altiport de Megève (1 382 m) - 142.9 km
2,NICHOLAS SCHULTZ,208,TEAM BIKEEXCHANGE-JAYCO,3 PTS,,10,2022,,,,Montée de l'altiport de Megève (1 382 m) - 142.9 km
3,MATTEO JORGENSON,64,MOVISTAR TEAM,2 PTS,,10,2022,,,,Montée de l'altiport de Megève (1 382 m) - 142.9 km
4,DYLAN VAN BAARLE,27,INEOS GRENADIERS,1 PTS,,10,2022,,,,Montée de l'altiport de Megève (1 382 m) - 142.9 km
1,PIERRE LATOUR,185,TOTALENERGIES,5 PTS,,11,2022,,,,Lacets de Montvernier (782 m) - 49.9 km
2,SIMON GESCHKE,73,COFIDIS,3 PTS,,11,2022,,,,Lacets de Montvernier (782 m) - 49.9 km
3,WARREN BARGUIL,152,TEAM ARKEA - SAMSIC,2 PTS,,11,2022,,,,Lacets de Montvernier (782 m) - 49.9 km
4,WOUT VAN AERT,16,JUMBO - VISMA,1 PTS,,11,2022,,,,Lacets de Montvernier (782 m) - 49.9 km
1,PIERRE LATOUR,185,TOTALENERGIES,10 PTS,,11,2022,,,,Col du Télégraphe (1 566 m) - 83.8 km
2,WARREN BARGUIL,152,TEAM ARKEA - SAMSIC,8 PTS,,11,2022,,,,Col du Télégraphe (1 566 m) - 83.8 km
3,SIMON GESCHKE,73,COFIDIS,6 PTS,,11,2022,,,,Col du Télégraphe (1 566 m) - 83.8 km
4,MIKAEL CHEREL,33,AG2R CITROEN TEAM,4 PTS,,11,2022,,,,Col du Télégraphe (1 566 m) - 83.8 km
5,WOUT VAN AERT,16,JUMBO - VISMA,2 PTS,,11,2022,,,,Col du Télégraphe (1 566 m) - 83.8 km
6,ION IZAGIRRE INSAUSTI,74,COFIDIS,1 PTS,,11,2022,,,,Col du Télégraphe (1 566 m) - 83.8 km
1,WARREN BARGUIL,152,TEAM ARKEA - SAMSIC,20 PTS,,11,2022,,,,Col du Galibier (2 642 m) - Souvenir Henri Desgrange - 106.7 km
2,SIMON GESCHKE,73,COFIDIS,15 PTS,,11,2022,,,,Col du Galibier (2 642 m) - Souvenir Henri Desgrange - 106.7 km
3,PIERRE LATOUR,185,TOTALENERGIES,12 PTS,,11,2022,,,,Col du Galibier (2 642 m) - Souvenir Henri Desgrange - 106.7 km
4,WOUT VAN AERT,16,JUMBO - VISMA,10 PTS,,11,2022,,,,Col du Galibier (2 642 m) - Souvenir Henri Desgrange - 106.7 km
5,DYLAN TEUNS,86,BAHRAIN VICTORIOUS,8 PTS,,11,2022,,,,Col du Galibier (2 642 m) - Souvenir Henri Desgrange - 106.7 km
6,ION IZAGIRRE INSAUSTI,74,COFIDIS,6 PTS,,11,2022,,,,Col du Galibier (2 642 m) - Souvenir Henri Desgrange - 106.7 km
7,TADEJ POGAČAR,1,UAE TEAM EMIRATES,4 PTS,,11,2022,,,,Col du Galibier (2 642 m) - Souvenir Henri Desgrange - 106.7 km
8,JONAS VINGEGAARD,18,JUMBO - VISMA,2 PTS,,11,2022,,,,Col du Galibier (2 642 m) - Souvenir Henri Desgrange - 106.7 km
1,JONAS VINGEGAARD,18,JUMBO - VISMA,20 PTS,,11,2022,,,,COL DU GRANON (2 413 m) - 151.7 km
2,NAIRO QUINTANA,151,TEAM ARKEA - SAMSIC,15 PTS,,11,2022,,,,COL DU GRANON (2 413 m) - 151.7 km
3,ROMAIN BARDET,111,TEAM DSM,12 PTS,,11,2022,,,,COL DU GRANON (2 413 m) - 151.7 km
4,GERAINT THOMAS,21,INEOS GRENADIERS,10 PTS,,11,2022,,,,COL DU GRANON (2 413 m) - 151.7 km
5,DAVID GAUDU,91,GROUPAMA - FDJ,8 PTS,,11,2022,,,,COL DU GRANON (2 413 m) - 151.7 km
6,ADAM YATES,28,INEOS GRENADIERS,6 PTS,,11,2022,,,,COL DU GRANON (2 413 m) - 151.7 km
7,TADEJ POGAČAR,1,UAE TEAM EMIRATES,4 PTS,,11,2022,,,,COL DU GRANON (2 413 m) - 151.7 km
8,ALEXEY LUTSENKO,131,ASTANA - QAZAQSTAN TEAM,2 PTS,,11,2022,,,,COL DU GRANON (2 413 m) - 151.7 km
1,ANTHONY PEREZ,76,COFIDIS,20 PTS,,12,2022,,,,Col du Galibier (2 642 m) - 33.2 km
2,GIULIO CICCONE,172,TREK - SEGAFREDO,15 PTS,,12,2022,,,,Col du Galibier (2 642 m) - 33.2 km
3,LOUIS MEINTJES,124,INTERMARCHE - WANTY - GOBERT MATERIAUX,12 PTS,,12,2022,,,,Col du Galibier (2 642 m) - 33.2 km
4,NEILSON POWLESS,147,EF EDUCATION - EASYPOST,10 PTS,,12,2022,,,,Col du Galibier (2 642 m) - 33.2 km
5,NELSON OLIVEIRA,66,MOVISTAR TEAM,8 PTS,,12,2022,,,,Col du Galibier (2 642 m) - 33.2 km
6,SEBASTIAN SCHÖNBERGER,218,B&B HOTELS - KTM,6 PTS,,12,2022,,,,Col du Galibier (2 642 m) - 33.2 km
7,KOBE GOOSSENS,123,INTERMARCHE - WANTY - GOBERT MATERIAUX,4 PTS,,12,2022,,,,Col du Galibier (2 642 m) - 33.2 km
8,MATIS LOUVEL,156,TEAM ARKEA - SAMSIC,2 PTS,,12,2022,,,,Col du Galibier (2 642 m) - 33.2 km
1,GIULIO CICCONE,172,TREK - SEGAFREDO,20 PTS,,12,2022,,,,Col de la Croix de Fer (2 067 m) - 110.6 km
2,NEILSON POWLESS,147,EF EDUCATION - EASYPOST,15 PTS,,12,2022,,,,Col de la Croix de Fer (2 067 m) - 110.6 km
3,LOUIS MEINTJES,124,INTERMARCHE - WANTY - GOBERT MATERIAUX,12 PTS,,12,2022,,,,Col de la Croix de Fer (2 067 m) - 110.6 km
4,CHRIS FROOME,191,ISRAEL-PREMIER TECH,10 PTS,,12,2022,,,,Col de la Croix de Fer (2 067 m) - 110.6 km
5,THOMAS PIDCOCK,25,INEOS GRENADIERS,8 PTS,,12,2022,,,,Col de la Croix de Fer (2 067 m) - 110.6 km
6,ANTHONY PEREZ,76,COFIDIS,6 PTS,,12,2022,,,,Col de la Croix de Fer (2 067 m) - 110.6 km
7,KOBE GOOSSENS,123,INTERMARCHE - WANTY - GOBERT MATERIAUX,4 PTS,,12,2022,,,,Col de la Croix de Fer (2 067 m) - 110.6 km
