Rank,Rider,Rider No.,Team,Times,Gap,B,P,Stages,Year
105,GIANNI MEERSMAN,135,FDJ,05h 37' 59'',+ 00h 24' 34'',,,14,2011
106,ADDY ENGELS,126,QUICK STEP CYCLING TEAM,05h 37' 59'',+ 00h 24' 34'',,,14,2011
107,MICKAËL BUFFAZ,152,COFIDIS LE CREDIT EN LIGNE,05h 37' 59'',+ 00h 24' 34'',,,14,2011
108,VINCENT JEROME,185,TEAM EUROPCAR,05h 37' 59'',+ 00h 24' 34'',,,14,2011
109,BRENT BOOKWALTER,142,BMC RACING TEAM,05h 37' 59'',+ 00h 24' 34'',,,14,2011
110,MACIEJ BODNAR,92,LIQUIGAS-CANNONDALE,05h 37' 59'',+ 00h 24' 34'',,,14,2011
111,BEN SWIFT,116,SKY PROCYCLING,05h 37' 59'',+ 00h 24' 34'',,,14,2011
112,DANILO HONDO,165,LAMPRE - ISD,05h 37' 59'',+ 00h 24' 34'',,,14,2011
113,NICKI SORENSEN,7,SAXO BANK SUNGARD,05h 37' 59'',+ 00h 24' 34'',,,14,2011
114,RICHIE PORTE,5,SAXO BANK SUNGARD,05h 37' 59'',+ 00h 24' 34'',,,14,2011
115,GERALD CIOLEK,123,QUICK STEP CYCLING TEAM,05h 37' 59'',+ 00h 24' 34'',,,14,2011
116,SÉBASTIEN MINARD,107,AG2R LA MONDIALE,05h 37' 59'',+ 00h 24' 34'',,,14,2011
117,IMANOL ERVITI,84,MOVISTAR TEAM,05h 37' 59'',+ 00h 24' 34'',,,14,2011
118,JOHNNY HOOGERLAND,204,VACANSOLEIL-DCM,05h 37' 59'',+ 00h 24' 34'',,,14,2011
119,IVAN SANTAROMITA,148,BMC RACING TEAM,05h 37' 59'',+ 00h 24' 34'',,,14,2011
120,NIKI TERPSTRA,129,QUICK STEP CYCLING TEAM,05h 37' 59'',+ 00h 24' 34'',,,14,2011
121,JUAN ANTONIO FLECHA GIANNONI,112,SKY PROCYCLING,05h 37' 59'',+ 00h 24' 34'',,,14,2011
122,MARCUS BURGHARDT,143,BMC RACING TEAM,05h 38' 48'',+ 00h 25' 23'',,,14,2011
123,MATTEO TOSATTO,8,SAXO BANK SUNGARD,05h 38' 48'',+ 00h 25' 23'',,,14,2011
124,MAXIM IGLINSKIY,65,PRO TEAM ASTANA,05h 38' 48'',+ 00h 25' 23'',,,14,2011
125,JULIAN DEAN,53,TEAM GARMIN - CERVELO,05h 39' 53'',+ 00h 26' 28'',,,14,2011
126,MIKHAIL IGNATYEV,195,KATUSHA TEAM,05h 40' 10'',+ 00h 26' 45'',,,14,2011
127,JIMMY ENGOULVENT,214,SAUR-SOJASUN,05h 40' 10'',+ 00h 26' 45'',,,14,2011
128,JEREMIE GALLAND,215,SAUR-SOJASUN,05h 40' 10'',+ 00h 26' 45'',,,14,2011
129,ALESSANDRO PETACCHI,169,LAMPRE - ISD,05h 40' 10'',+ 00h 26' 45'',,,14,2011
130,YOHANN GENE,184,TEAM EUROPCAR,05h 40' 10'',+ 00h 26' 45'',,,14,2011
131,TRISTAN VALENTIN,158,COFIDIS LE CREDIT EN LIGNE,05h 40' 10'',+ 00h 26' 45'',,,14,2011
132,MATTHEW HARLEY GOSS,174,HTC - HIGHROAD,05h 40' 10'',+ 00h 26' 45'',,,14,2011
133,PAOLO LONGO BORGHINI,94,LIQUIGAS-CANNONDALE,05h 40' 10'',+ 00h 26' 45'',,,14,2011
134,BENJAMIN NOVAL GONZALEZ,4,SAXO BANK SUNGARD,05h 40' 10'',+ 00h 26' 45'',,,14,2011
135,MARKEL IRIZAR ARRANBURU,73,TEAM RADIOSHACK,05h 40' 10'',+ 00h 26' 45'',,,14,2011
136,TONY GALLOPIN,156,COFIDIS LE CREDIT EN LIGNE,05h 40' 10'',+ 00h 26' 45'',,,14,2011
137,GREGA BOLE,163,LAMPRE - ISD,05h 40' 10'',+ 00h 26' 45'',,,14,2011
138,JOSÉ IVAN GUTIERREZ PALACIOS,85,MOVISTAR TEAM,05h 40' 10'',+ 00h 26' 45'',,,14,2011
139,BRIAN VANDBORG,9,SAXO BANK SUNGARD,05h 40' 10'',+ 00h 26' 45'',,,14,2011
140,ARNAUD COYOT,212,SAUR-SOJASUN,05h 40' 10'',+ 00h 26' 45'',,,14,2011
141,MAARTEN TJALLINGII,49,RABOBANK CYCLING TEAM,05h 40' 10'',+ 00h 26' 45'',,,14,2011
142,THOR HUSHOVD,51,TEAM GARMIN - CERVELO,05h 40' 10'',+ 00h 26' 45'',,,14,2011
143,EDVALD BOASSON-HAGEN,114,SKY PROCYCLING,05h 40' 10'',+ 00h 26' 45'',,,14,2011
144,TOMAS VAITKUS,68,PRO TEAM ASTANA,05h 40' 10'',+ 00h 26' 45'',,,14,2011
145,JÉRÉMY ROY,138,FDJ,05h 40' 10'',+ 00h 26' 45'',,,14,2011
146,DENYS KOSTYUK,166,LAMPRE - ISD,05h 40' 10'',+ 00h 26' 45'',,,14,2011
147,RAMUNAS NAVARDAUSKAS,57,TEAM GARMIN - CERVELO,05h 40' 10'',+ 00h 26' 45'',,,14,2011
148,MACIEJ PATERSKI,96,LIQUIGAS-CANNONDALE,05h 40' 10'',+ 00h 26' 45'',,,14,2011
149,TYLER FARRAR,54,TEAM GARMIN - CERVELO,05h 40' 10'',+ 00h 26' 45'',,,14,2011
150,FABIO SABATINI,97,LIQUIGAS-CANNONDALE,05h 40' 10'',+ 00h 26' 45'',,,14,2011
151,LAURENS TEN DAM,48,RABOBANK CYCLING TEAM,05h 40' 10'',+ 00h 26' 45'',,,14,2011
152,BJORN LEUKEMANS,205,VACANSOLEIL-DCM,05h 40' 10'',+ 00h 26' 45'',,,14,2011
153,ANTHONY DELAPLACE,213,SAUR-SOJASUN,05h 40' 10'',+ 00h 26' 45'',,,14,2011
154,ROMAIN ZINGLE,159,COFIDIS LE CREDIT EN LIGNE,05h 40' 10'',+ 00h 26' 45'',,,14,2011
155,FRANCISCO VENTOSO,89,MOVISTAR TEAM,05h 40' 10'',+ 00h 26' 45'',,,14,2011
156,BORUT BOZIC,202,VACANSOLEIL-DCM,05h 40' 10'',+ 00h 26' 45'',,,14,2011
157,PABLO URTASUN PEREZ,27,EUSKALTEL - EUSKADI,05h 40' 10'',+ 00h 26' 45'',,,14,2011
158,SERGIO MIGUEL MOREIRA PAULINHO,77,TEAM RADIOSHACK,05h 40' 10'',+ 00h 26' 45'',,,14,2011
159,LARS BAK YTTING,172,HTC - HIGHROAD,05h 40' 10'',+ 00h 26' 45'',,,14,2011
160,MARK RENSHAW,177,HTC - HIGHROAD,05h 40' 10'',+ 00h 26' 45'',,,14,2011
161,JONATHAN HIVERT,216,SAUR-SOJASUN,05h 40' 10'',+ 00h 26' 45'',,,14,2011
162,BERNHARD EISEL,173,HTC - HIGHROAD,05h 40' 19'',+ 00h 26' 54'',,,14,2011
163,DANNY PATE,176,HTC - HIGHROAD,05h 40' 19'',+ 00h 26' 54'',,,14,2011
164,MARK CAVENDISH,171,HTC - HIGHROAD,05h 40' 19'',+ 00h 26' 54'',,,14,2011
165,ALESSANDRO VANOTTI,99,LIQUIGAS-CANNONDALE,05h 40' 19'',+ 00h 26' 54'',,,14,2011
166,SAMUEL DUMOULIN,153,COFIDIS LE CREDIT EN LIGNE,05h 40' 19'',+ 00h 26' 54'',,,14,2011
167,SÉBASTIEN TURGOT,189,TEAM EUROPCAR,05h 40' 24'',+ 00h 26' 59'',,,14,2011
168,DMITRIY FOFONOV,63,PRO TEAM ASTANA,05h 40' 34'',+ 00h 27' 09'',,,14,2011
169,LEONARDO BERTAGNOLLI,162,LAMPRE - ISD,05h 40' 34'',+ 00h 27' 09'',,,14,2011
170,ANDREY AMADOR,82,MOVISTAR TEAM,05h 41' 00'',+ 00h 27' 35'',,,14,2011
1,MARK CAVENDISH,171,HTC - HIGHROAD,04h 20' 24'',-,,,15,2011
2,TYLER FARRAR,54,TEAM GARMIN - CERVELO,04h 20' 24'',-,,,15,2011
3,ALESSANDRO PETACCHI,169,LAMPRE - ISD,04h 20' 24'',-,,,15,2011
4,DANIEL OSS,95,LIQUIGAS-CANNONDALE,04h 20' 24'',-,,,15,2011
5,JOSÉ ROJAS,88,MOVISTAR TEAM,04h 20' 24'',-,,,15,2011
6,BEN SWIFT,116,SKY PROCYCLING,04h 20' 24'',-,,,15,2011
7,GERALD CIOLEK,123,QUICK STEP CYCLING TEAM,04h 20' 24'',-,,,15,2011
8,TONY GALLOPIN,156,COFIDIS LE CREDIT EN LIGNE,04h 20' 24'',-,,,15,2011
9,FRANCISCO VENTOSO,89,MOVISTAR TEAM,04h 20' 24'',-,,,15,2011
10,SÉBASTIEN HINAULT,105,AG2R LA MONDIALE,04h 20' 24'',-,,,15,2011
11,JIMMY ENGOULVENT,214,SAUR-SOJASUN,04h 20' 24'',-,,,15,2011
12,LEONARDO DUQUE,154,COFIDIS LE CREDIT EN LIGNE,04h 20' 24'',-,,,15,2011
13,ANDRÉ GREIPEL,33,OMEGA PHARMA - LOTTO,04h 20' 24'',-,,,15,2011
14,BORUT BOZIC,202,VACANSOLEIL-DCM,04h 20' 24'',-,,,15,2011
15,TOMAS VAITKUS,68,PRO TEAM ASTANA,04h 20' 24'',-,,,15,2011
16,ARNAUD COYOT,212,SAUR-SOJASUN,04h 20' 24'',-,,,15,2011
17,ARNOLD JEANNESSON,134,FDJ,04h 20' 24'',-,,,15,2011
18,JULIAN DEAN,53,TEAM GARMIN - CERVELO,04h 20' 24'',-,,,15,2011
19,FABIO SABATINI,97,LIQUIGAS-CANNONDALE,04h 20' 24'',-,,,15,2011
20,NICOLAS ROCHE,101,AG2R LA MONDIALE,04h 20' 24'',-,,,15,2011
21,ROB RUIJGH,208,VACANSOLEIL-DCM,04h 20' 24'',-,,,15,2011
22,THOR HUSHOVD,51,TEAM GARMIN - CERVELO,04h 20' 24'',-,,,15,2011
23,JONATHAN HIVERT,216,SAUR-SOJASUN,04h 20' 24'',-,,,15,2011
24,RUBEN PEREZ MORENO,25,EUSKALTEL - EUSKADI,04h 20' 24'',-,,,15,2011
25,MARK RENSHAW,177,HTC - HIGHROAD,04h 20' 24'',-,,,15,2011
26,REIN TAARAMÄE,151,COFIDIS LE CREDIT EN LIGNE,04h 20' 24'',-,,,15,2011
27,MAARTEN TJALLINGII,49,RABOBANK CYCLING TEAM,04h 20' 24'',-,,,15,2011
28,PHILIPPE GILBERT,32,OMEGA PHARMA - LOTTO,04h 20' 24'',-,,,15,2011
29,CADEL EVANS,141,BMC RACING TEAM,04h 20' 24'',-,,,15,2011
30,DMITRIY FOFONOV,63,PRO TEAM ASTANA,04h 20' 24'',-,,,15,2011
31,ANTHONY ROUX,137,FDJ,04h 20' 24'',-,,,15,2011
32,KEVIN DE WEERT,124,QUICK STEP CYCLING TEAM,04h 20' 24'',-,,,15,2011
33,STUART O'GRADY,16,TEAM LEOPARD-TREK,04h 20' 24'',-,,,15,2011
34,FRANK SCHLECK,18,TEAM LEOPARD-TREK,04h 20' 24'',-,,,15,2011
35,SÉBASTIEN TURGOT,189,TEAM EUROPCAR,04h 20' 24'',-,,,15,2011
36,PETER VELITS,179,HTC - HIGHROAD,04h 20' 24'',-,,,15,2011
37,JEAN-CHRISTOPHE PÉRAUD,108,AG2R LA MONDIALE,04h 20' 24'',-,,,15,2011
38,DAMIANO CUNEGO,161,LAMPRE - ISD,04h 20' 24'',-,,,15,2011
39,SEBASTIAN LANG,34,OMEGA PHARMA - LOTTO,04h 20' 24'',-,,,15,2011
40,JELLE VANENDERT,38,OMEGA PHARMA - LOTTO,04h 20' 24'',-,,,15,2011
41,ANDY SCHLECK,11,TEAM LEOPARD-TREK,04h 20' 24'',-,,,15,2011
42,LAURENT MANGEL,218,SAUR-SOJASUN,04h 20' 24'',-,,,15,2011
44,THOMAS DANIELSON,52,TEAM GARMIN - CERVELO,04h 20' 24'',-,,,15,2011
45,EGOI MARTINEZ,23,EUSKALTEL - EUSKADI,04h 20' 24'',-,,,15,2011
46,MACIEJ BODNAR,92,LIQUIGAS-CANNONDALE,04h 20' 24'',-,,,15,2011
47,RIGOBERTO URAN,118,SKY PROCYCLING,04h 20' 24'',-,,,15,2011
48,IVAN BASSO,91,LIQUIGAS-CANNONDALE,04h 20' 24'',-,,,15,2011
49,SAMUEL SANCHEZ,21,EUSKALTEL - EUSKADI,04h 20' 24'',-,,,15,2011
50,MICHAEL SCHÄR,149,BMC RACING TEAM,04h 20' 24'',-,,,15,2011
51,GEORGE HINCAPIE,144,BMC RACING TEAM,04h 20' 24'',-,,,15,2011
52,SÉBASTIEN MINARD,107,AG2R LA MONDIALE,04h 20' 24'',-,,,15,2011
53,NICKI SORENSEN,7,SAXO BANK SUNGARD,04h 20' 24'',-,,,15,2011
54,JÉRÔME COPPEL,211,SAUR-SOJASUN,04h 20' 24'',-,,,15,2011
55,CYRIL GAUTIER,183,TEAM EUROPCAR,04h 20' 24'',-,,,15,2011
56,JUAN ANTONIO FLECHA GIANNONI,112,SKY PROCYCLING,04h 20' 24'',-,,,15,2011
57,RÉMY DI GREGORIO,62,PRO TEAM ASTANA,04h 20' 24'',-,,,15,2011
58,JULIEN EL FARES,155,COFIDIS LE CREDIT EN LIGNE,04h 20' 24'',-,,,15,2011
59,MAXIME MONFORT,15,TEAM LEOPARD-TREK,04h 20' 24'',-,,,15,2011
60,VLADIMIR KARPETS,191,KATUSHA TEAM,04h 20' 24'',-,,,15,2011
61,YANNICK TALABARDON,219,SAUR-SOJASUN,04h 20' 24'',-,,,15,2011
62,YURY TROFIMOV,199,KATUSHA TEAM,04h 20' 24'',-,,,15,2011
63,TRISTAN VALENTIN,158,COFIDIS LE CREDIT EN LIGNE,04h 20' 24'',-,,,15,2011
64,ANDREY ZEITS,69,PRO TEAM ASTANA,04h 20' 24'',-,,,15,2011
65,JURGEN ROELANDTS,35,OMEGA PHARMA - LOTTO,04h 20' 24'',-,,,15,2011
66,MACIEJ PATERSKI,96,LIQUIGAS-CANNONDALE,04h 20' 24'',-,,,15,2011
67,HAIMAR ZUBELDIA,79,TEAM RADIOSHACK,04h 20' 24'',-,,,15,2011
68,JOSÉ IVAN GUTIERREZ PALACIOS,85,MOVISTAR TEAM,04h 20' 24'',-,,,15,2011
69,EDVALD BOASSON-HAGEN,114,SKY PROCYCLING,04h 20' 24'',-,,,15,2011
70,IMANOL ERVITI,84,MOVISTAR TEAM,04h 20' 24'',-,,,15,2011
71,THOMAS VOECKLER,181,TEAM EUROPCAR,04h 20' 24'',-,,,15,2011
72,PIERRE ROLLAND,188,TEAM EUROPCAR,04h 20' 24'',-,,,15,2011
73,LINUS GERDEMANN,14,TEAM LEOPARD-TREK,04h 20' 24'',-,,,15,2011
74,MARCEL SIEBERG,36,OMEGA PHARMA - LOTTO,04h 20' 24'',-,,,15,2011
75,GORKA VERDUGO,29,EUSKALTEL - EUSKADI,04h 20' 24'',-,,,15,2011
76,GRISCHA NIERMANN,46,RABOBANK CYCLING TEAM,04h 20' 24'',-,,,15,2011
77,JÉRÔME PINEAU,127,QUICK STEP CYCLING TEAM,04h 20' 24'',-,,,15,2011
78,ALAN PEREZ LEZAUN,24,EUSKALTEL - EUSKADI,04h 20' 24'',-,,,15,2011
79,GIANNI MEERSMAN,135,FDJ,04h 20' 24'',-,,,15,2011
80,ROBERT GESINK,41,RABOBANK CYCLING TEAM,04h 20' 24'',-,,,15,2011
81,SYLVAIN CHAVANEL,121,QUICK STEP CYCLING TEAM,04h 20' 24'',-,,,15,2011
82,JEREMIE GALLAND,215,SAUR-SOJASUN,04h 20' 24'',-,,,15,2011
83,SERGIO MIGUEL MOREIRA PAULINHO,77,TEAM RADIOSHACK,04h 20' 24'',-,,,15,2011
84,MATTHEW HARLEY GOSS,174,HTC - HIGHROAD,04h 20' 24'',-,,,15,2011
85,SIMON GERRANS,113,SKY PROCYCLING,04h 20' 24'',-,,,15,2011
86,CARLOS BARREDO,42,RABOBANK CYCLING TEAM,04h 20' 24'',-,,,15,2011
87,KRISTIJAN KOREN,93,LIQUIGAS-CANNONDALE,04h 20' 24'',-,,,15,2011
88,MARKEL IRIZAR ARRANBURU,73,TEAM RADIOSHACK,04h 20' 24'',-,,,15,2011
89,SANDY CASAR,131,FDJ,04h 20' 24'',-,,,15,2011
90,HUBERT DUPONT,103,AG2R LA MONDIALE,04h 20' 24'',-,,,15,2011
91,CHRISTIAN KNEES,115,SKY PROCYCLING,04h 20' 24'',-,,,15,2011
92,DAVID ARROYO DURAN,81,MOVISTAR TEAM,04h 20' 24'',-,,,15,2011
93,LUIS LEON SANCHEZ,47,RABOBANK CYCLING TEAM,04h 20' 24'',-,,,15,2011
94,CHRISTIAN VANDE VELDE,58,TEAM GARMIN - CERVELO,04h 20' 24'',-,,,15,2011
95,BRIAN VANDBORG,9,SAXO BANK SUNGARD,04h 20' 24'',-,,,15,2011
96,MAXIME BOUET,102,AG2R LA MONDIALE,04h 20' 24'',-,,,15,2011
97,LEONARDO BERTAGNOLLI,162,LAMPRE - ISD,04h 20' 24'',-,,,15,2011
98,GORKA IZAGIRRE INSAUSTI,22,EUSKALTEL - EUSKADI,04h 20' 24'',-,,,15,2011
99,VLADIMIR GUSEV,194,KATUSHA TEAM,04h 20' 24'',-,,,15,2011
100,XABIER ZANDIO ECHAIDE,119,SKY PROCYCLING,04h 20' 24'',-,,,15,2011
101,VINCENT JEROME,185,TEAM EUROPCAR,04h 20' 24'',-,,,15,2011
102,MICKAËL BUFFAZ,152,COFIDIS LE CREDIT EN LIGNE,04h 20' 24'',-,,,15,2011
103,PAOLO TIRALONGO,67,PRO TEAM ASTANA,04h 20' 24'',-,,,15,2011
104,STEVE MORABITO,146,BMC RACING TEAM,04h 20' 24'',-,,,15,2011
105,AMAEL MOINARD,145,BMC RACING TEAM,04h 20' 24'',-,,,15,2011
106,FABRICE JEANDESBOZ,217,SAUR-SOJASUN,04h 20' 24'',-,,,15,2011
107,LEVI LEIPHEIMER,75,TEAM RADIOSHACK,04h 20' 24'',-,,,15,2011
108,ARTHUR VICHOT,139,FDJ,04h 20' 24'',-,,,15,2011
109,JOHNNY HOOGERLAND,204,VACANSOLEIL-DCM,04h 20' 24'',-,,,15,2011
110,ANTHONY DELAPLACE,213,SAUR-SOJASUN,04h 20' 24'',-,,,15,2011
111,DAVID MONCOUTIE,157,COFIDIS LE CREDIT EN LIGNE,04h 20' 24'',-,,,15,2011
112,BENJAMIN NOVAL GONZALEZ,4,SAXO BANK SUNGARD,04h 20' 24'',-,,,15,2011
113,DENYS KOSTYUK,166,LAMPRE - ISD,04h 20' 24'',-,,,15,2011
114,MATTEO TOSATTO,8,SAXO BANK SUNGARD,04h 20' 24'',-,,,15,2011
115,JOOST POSTHUMA,17,TEAM LEOPARD-TREK,04h 20' 24'',-,,,15,2011
116,GERAINT THOMAS,117,SKY PROCYCLING,04h 20' 24'',-,,,15,2011
117,FABIAN CANCELLARA,12,TEAM LEOPARD-TREK,04h 20' 47'',+ 00h 00' 23'',,,15,2011
118,DAVID LOOSLI,167,LAMPRE - ISD,04h 20' 47'',+ 00h 00' 23'',,,15,2011
119,DAVID MILLAR,56,TEAM GARMIN - CERVELO,04h 20' 52'',+ 00h 00' 28'',,,15,2011
120,GREGA BOLE,163,LAMPRE - ISD,04h 21' 08'',+ 00h 00' 44'',,,15,2011
121,JÉRÉMY ROY,138,FDJ,04h 21' 13'',+ 00h 00' 49'',,,15,2011
122,BJORN LEUKEMANS,205,VACANSOLEIL-DCM,04h 21' 13'',+ 00h 00' 49'',,,15,2011
123,RAMUNAS NAVARDAUSKAS,57,TEAM GARMIN - CERVELO,04h 21' 15'',+ 00h 00' 51'',,,15,2011
124,MARCO MARCATO,206,VACANSOLEIL-DCM,04h 21' 27'',+ 00h 01' 03'',,,15,2011
125,TONY MARTIN,175,HTC - HIGHROAD,04h 21' 52'',+ 00h 01' 28'',,,15,2011
126,BERNHARD EISEL,173,HTC - HIGHROAD,04h 21' 52'',+ 00h 01' 28'',,,15,2011
127,RYDER HESJEDAL,55,TEAM GARMIN - CERVELO,04h 21' 59'',+ 00h 01' 35'',,,15,2011
128,THOMAS DE GENDT,203,VACANSOLEIL-DCM,04h 21' 59'',+ 00h 01' 35'',,,15,2011
129,CHRIS ANKER SORENSEN,6,SAXO BANK SUNGARD,04h 21' 59'',+ 00h 01' 35'',,,15,2011
130,RICHIE PORTE,5,SAXO BANK SUNGARD,04h 21' 59'',+ 00h 01' 35'',,,15,2011
131,ROMAIN ZINGLE,159,COFIDIS LE CREDIT EN LIGNE,04h 21' 59'',+ 00h 01' 35'',,,15,2011
132,DANILO HONDO,165,LAMPRE - ISD,04h 21' 59'',+ 00h 01' 35'',,,15,2011
133,ANDREY AMADOR,82,MOVISTAR TEAM,04h 21' 59'',+ 00h 01' 35'',,,15,2011
134,ADRIANO MALORI,168,LAMPRE - ISD,04h 21' 59'',+ 00h 01' 35'',,,15,2011
135,BRENT BOOKWALTER,142,BMC RACING TEAM,04h 21' 59'',+ 00h 01' 35'',,,15,2011
136,MAXIM IGLINSKIY,65,PRO TEAM ASTANA,04h 21' 59'',+ 00h 01' 35'',,,15,2011
137,BAUKE MOLLEMA,45,RABOBANK CYCLING TEAM,04h 22' 11'',+ 00h 01' 47'',,,15,2011
138,LIEUWE WESTRA,209,VACANSOLEIL-DCM,04h 22' 20'',+ 00h 01' 56'',,,15,2011
